x,y,stress_mag
1.374999999999999467e+01,2.833333333333331705e+00,3.677509699780682395e-06
1.374999999999999467e+01,2.249999999999998668e+00,1.275577467187634541e-06
1.374999999999999467e+01,3.416666666666665186e+00,1.097706420252722280e-05
1.374999999999999467e+01,3.562499999999998668e+00,1.447605921714544568e-05
1.376069392328273011e+01,2.086842259724932980e+00,8.898514241162046830e-07
1.379259271713865864e+01,1.926476193621845523e+00,6.857808016235425475e-07
1.384515058436088708e+01,1.771645709543634428e+00,5.451663959396864432e-07
1.391746824526944870e+01,1.624999999999996003e+00,4.456598176126337377e-07
1.400830832463595144e+01,1.489048213739095239e+00,3.699040255276878011e-07
1.411611652351681023e+01,1.366116523516812897e+00,3.107630555729057976e-07
1.423904821373909613e+01,1.258308324635954101e+00,2.638222781946682825e-07
1.437499999999999645e+01,1.167468245269450478e+00,2.264548043864283971e-07
1.452164570954363221e+01,1.095150584360890411e+00,1.971921159144354386e-07
1.467647619362184308e+01,1.042592717138663749e+00,1.758112339126038158e-07
1.483684225972493032e+01,1.010693923282736106e+00,1.621267709964931740e-07
1.499999999999999467e+01,9.999999999999991118e-01,1.570985807530881074e-07
1.516315774027505903e+01,1.010693923282736550e+00,1.608450921264652466e-07
1.532352380637814626e+01,1.042592717138664415e+00,1.734505345008660528e-07
1.547835429045635891e+01,1.095150584360891965e+00,1.942300342205995969e-07
1.562499999999999822e+01,1.167468245269452698e+00,2.231413473179353926e-07
1.576095178626089499e+01,1.258308324635956987e+00,2.603150547711019453e-07
1.588388347648317733e+01,1.366116523516816006e+00,3.071811995232976796e-07
1.599169167536403613e+01,1.489048213739099458e+00,3.661926310762230527e-07
1.608253175473053886e+01,1.625000000000000000e+00,4.418920618099553574e-07
1.615484941563909871e+01,1.771645709543637759e+00,5.414575881264069797e-07
1.620740728286132182e+01,1.926476193621848187e+00,6.820887479869700390e-07
1.623930607671724857e+01,2.086842259724933868e+00,8.854722509023404497e-07
1.624999999999998579e+01,3.854166666666664742e+00,2.524398260959289338e-05
1.624999999999998579e+01,2.687499999999997780e+00,2.819782357771481356e-06
1.624999999999998579e+01,3.708333333333330817e+00,1.923485039457104473e-05
1.624999999999998579e+01,3.270833333333331261e+00,8.333952644885756660e-06
1.624999999999998579e+01,2.541666666666664298e+00,2.173407209719188165e-06
1.624999999999998579e+01,3.124999999999997780e+00,6.325282524775112176e-06
1.624999999999998934e+01,2.833333333333332149e+00,3.674644595152378713e-06
1.624999999999998934e+01,3.562499999999998668e+00,1.450716073763668499e-05
1.624999999999998934e+01,3.999999999999996447e+00,3.506121046267354947e-05
1.624999999999998934e+01,3.416666666666665630e+00,1.099734647509629395e-05
1.624999999999998934e+01,2.395833333333332149e+00,1.682532980354481570e-06
1.624999999999998934e+01,2.249999999999998668e+00,1.272260904221949878e-06
1.624999999999998934e+01,2.979166666666665186e+00,4.811947295947250259e-06
1.626069392328272656e+01,4.163157740275061691e+00,5.282048120689130229e-05
1.629259271713864976e+01,4.323523806378147150e+00,7.486207952363552263e-05
1.634515058436087642e+01,4.478354290456358022e+00,1.010812387744001306e-04
1.641746824526943982e+01,4.624999999999996447e+00,1.308168986459399858e-04
1.650830832463594433e+01,4.760951786260897656e+00,1.624105684590080136e-04
1.661611652351680135e+01,4.883883476483179109e+00,1.936006480767569625e-04
1.673904821373908192e+01,4.991691675364038794e+00,2.229897142169743154e-04
1.687499999999998579e+01,5.082531754730544193e+00,2.484429133364078916e-04
1.702164570954362333e+01,5.154849415639104038e+00,2.698327465020212371e-04
1.717647619362183420e+01,5.207407282861331588e+00,2.848330532848417237e-04
1.733684225972491788e+01,5.239306076717260119e+00,2.951374793782933579e-04
1.749999999999998224e+01,5.249999999999997335e+00,2.970594684336896408e-04
1.766315774027504659e+01,5.239306076717261007e+00,3.022447130590805468e-04
1.782352380637813383e+01,5.207407282861334252e+00,2.889741204537658870e-04
1.797835429045634470e+01,5.154849415639108479e+00,2.733009312455225107e-04
1.812499999999998224e+01,5.082531754730549522e+00,2.514131522933371480e-04
1.826095178626088611e+01,4.991691675364045899e+00,2.252106322126993404e-04
1.838388347648317023e+01,4.883883476483185326e+00,1.958135030063852728e-04
1.849169167536403080e+01,4.760951786260902097e+00,1.655420763319919645e-04
1.858253175473053531e+01,4.625000000000000888e+00,1.308910789817625949e-04
1.865484941563909516e+01,4.478354290456362463e+00,9.963284955489721292e-05
1.870740728286132537e+01,4.323523806378150702e+00,7.365549662533762705e-05
1.873930607671725213e+01,4.163157740275063468e+00,5.192749080451454936e-05
1.874999999999998934e+01,2.687499999999998668e+00,2.815728106114578663e-06
1.874999999999998934e+01,3.416666666666665186e+00,1.097062837757465973e-05
1.874999999999998934e+01,3.854166666666664742e+00,2.529581445423892199e-05
1.874999999999998934e+01,2.249999999999998668e+00,1.271671397794059232e-06
1.874999999999998934e+01,2.395833333333331705e+00,1.681338078501271513e-06
1.874999999999998934e+01,3.270833333333331705e+00,8.316250437254282674e-06
1.874999999999998934e+01,2.979166666666665186e+00,4.803436722729211139e-06
1.874999999999998934e+01,2.833333333333331705e+00,3.668826047040775813e-06
1.874999999999998934e+01,3.562499999999998668e+00,1.447155224623078795e-05
1.874999999999998934e+01,3.999999999999997335e+00,3.429665696018400556e-05
1.874999999999998934e+01,3.124999999999998224e+00,6.313181172039774826e-06
1.874999999999998934e+01,3.708333333333331705e+00,1.914118304585248108e-05
1.874999999999998934e+01,2.541666666666665630e+00,2.170880505777694989e-06
1.876069392328272656e+01,2.086842259724932980e+00,8.869730824988701299e-07
1.879259271713865331e+01,1.926476193621845523e+00,6.847446340775005540e-07
1.884515058436088353e+01,1.771645709543634428e+00,5.440995191219220917e-07
1.891746824526944337e+01,1.624999999999996003e+00,4.446724121751932393e-07
1.900830832463594788e+01,1.489048213739095239e+00,3.688983689141251403e-07
1.911611652351680846e+01,1.366116523516812897e+00,3.097933637821811336e-07
1.923904821373908902e+01,1.258308324635954101e+00,2.627152929409694114e-07
1.937499999999998934e+01,1.167468245269450478e+00,2.252648856938515970e-07
1.952164570954362688e+01,1.095150584360890411e+00,1.958366534385187445e-07
1.967647619362183775e+01,1.042592717138663749e+00,1.743962858595998426e-07
1.983684225972492499e+01,1.010693923282736106e+00,1.609805060716825839e-07
1.999999999999998934e+01,9.999999999999991118e-01,1.564859817945161101e-07
2.016315774027505370e+01,1.010693923282736550e+00,1.611374557012198832e-07
2.032352380637814093e+01,1.042592717138664415e+00,1.744372900896743544e-07
2.047835429045635536e+01,1.095150584360891965e+00,1.954088696000665693e-07
2.062499999999999289e+01,1.167468245269452698e+00,2.243088791828508137e-07
2.076095178626089321e+01,1.258308324635956987e+00,2.613059707409563058e-07
2.088388347648317023e+01,1.366116523516816006e+00,3.079192428255631208e-07
2.099169167536403080e+01,1.489048213739099458e+00,3.668043569952695375e-07
2.108253175473053886e+01,1.625000000000000000e+00,4.422822101628723492e-07
2.115484941563909871e+01,1.771645709543637537e+00,5.418503537858840057e-07
2.120740728286132537e+01,1.926476193621848632e+00,6.824658730429177902e-07
2.123930607671724857e+01,2.086842259724933868e+00,8.865689300733967418e-07
2.124999999999998579e+01,3.124999999999997780e+00,6.316823197838542710e-06
2.124999999999998579e+01,3.708333333333330817e+00,1.918647084434153187e-05
2.124999999999998579e+01,2.541666666666664298e+00,2.173426543519263867e-06
2.124999999999998579e+01,3.270833333333331261e+00,8.324410959760855734e-06
2.124999999999998579e+01,3.854166666666664742e+00,2.537572026406045085e-05
2.124999999999998579e+01,2.687499999999997780e+00,2.817892121821815777e-06
2.124999999999998934e+01,2.249999999999998668e+00,1.274269824253068707e-06
2.124999999999998934e+01,2.395833333333332149e+00,1.684000612166825668e-06
2.124999999999998934e+01,3.562499999999998668e+00,1.449984167499124014e-05
2.124999999999998934e+01,2.833333333333332149e+00,3.670123492614183066e-06
2.124999999999998934e+01,3.416666666666665630e+00,1.098541773968488201e-05
2.124999999999998934e+01,3.999999999999996447e+00,3.440282522894033104e-05
2.124999999999998934e+01,2.979166666666665186e+00,4.805388296265331037e-06
2.126069392328272656e+01,4.163157740275061691e+00,5.192567785632311685e-05
2.129259271713864621e+01,4.323523806378147150e+00,7.369384142716198271e-05
2.134515058436087287e+01,4.478354290456358022e+00,9.994840748990226672e-05
2.141746824526943982e+01,4.624999999999996447e+00,1.298166871338284794e-04
2.150830832463594433e+01,4.760951786260897656e+00,1.636495557167456287e-04
2.161611652351679780e+01,4.883883476483179109e+00,1.938915181511674437e-04
2.173904821373907836e+01,4.991691675364038794e+00,2.231611908519750252e-04
2.187499999999998579e+01,5.082531754730544193e+00,2.485058398824104660e-04
2.202164570954362333e+01,5.154849415639104038e+00,2.697130322926567054e-04
2.217647619362183420e+01,5.207407282861331588e+00,2.841834243537191829e-04
2.233684225972491788e+01,5.239306076717260119e+00,2.950312065180303936e-04
2.249999999999998224e+01,5.249999999999997335e+00,2.935053682468160186e-04
2.266315774027504659e+01,5.239306076717261007e+00,2.979299132668814442e-04
2.282352380637813383e+01,5.207407282861334252e+00,2.854898692126230379e-04
2.297835429045634470e+01,5.154849415639108479e+00,2.704794416198615667e-04
2.312499999999998224e+01,5.082531754730549522e+00,2.490019944604008511e-04
2.326095178626088611e+01,4.991691675364045899e+00,2.234450737720987401e-04
2.338388347648316312e+01,4.883883476483184438e+00,1.942571172993281083e-04
2.349169167536402369e+01,4.760951786260901208e+00,1.642755886629882498e-04
2.358253175473053531e+01,4.625000000000000888e+00,1.299622293251905241e-04
2.365484941563909516e+01,4.478354290456362463e+00,9.983349059783060749e-05
2.370740728286132537e+01,4.323523806378150702e+00,7.362112512179758541e-05
2.373930607671725213e+01,4.163157740275063468e+00,5.197052041015817579e-05
2.374999999999998934e+01,2.395833333333331705e+00,1.694905123528521366e-06
2.374999999999998934e+01,2.687499999999998668e+00,2.827881130581257312e-06
2.374999999999998934e+01,2.541666666666665630e+00,2.183190441497264736e-06
2.374999999999998934e+01,2.979166666666665186e+00,4.815455401964170187e-06
2.374999999999998934e+01,3.854166666666664298e+00,2.533875753585893565e-05
2.374999999999998934e+01,3.124999999999998224e+00,6.325732206067658868e-06
2.374999999999998934e+01,3.562499999999998668e+00,1.449304732146337277e-05
2.374999999999998934e+01,3.416666666666665186e+00,1.098677840229513147e-05
2.374999999999998934e+01,3.708333333333331705e+00,1.916503829601770077e-05
2.374999999999998934e+01,3.270833333333331705e+00,8.330656366545462145e-06
2.374999999999998934e+01,3.999999999999996447e+00,3.436510034982758946e-05
2.374999999999998934e+01,2.833333333333331705e+00,3.680414305879512067e-06
2.374999999999998934e+01,2.249999999999998668e+00,1.288489680825306204e-06
2.376069392328272656e+01,2.086842259724932980e+00,9.028510095610393884e-07
2.379259271713865331e+01,1.926476193621845523e+00,6.911540330636794705e-07
2.384515058436088353e+01,1.771645709543634428e+00,5.480815936482958599e-07
2.391746824526944337e+01,1.624999999999996003e+00,4.465036791770687298e-07
2.400830832463594788e+01,1.489048213739095239e+00,3.695357367534348566e-07
2.411611652351680490e+01,1.366116523516812897e+00,3.099432190372629498e-07
2.423904821373908902e+01,1.258308324635954101e+00,2.623727254084366646e-07
2.437499999999998934e+01,1.167468245269450478e+00,2.245860230007732890e-07
2.452164570954362333e+01,1.095150584360890411e+00,1.953177937545815171e-07
2.467647619362183420e+01,1.042592717138663749e+00,1.740964731391532671e-07
2.483684225972491788e+01,1.010693923282735884e+00,1.610907201816391876e-07
2.499999999999998934e+01,9.999999999999991118e-01,1.569032252588123276e-07
2.516315774027505014e+01,1.010693923282736550e+00,1.615262278265434481e-07
2.532352380637813738e+01,1.042592717138664415e+00,1.748459147424535829e-07
2.547835429045634825e+01,1.095150584360891743e+00,1.959097546678259414e-07
2.562499999999999289e+01,1.167468245269452698e+00,2.249228872471345899e-07
2.576095178626089321e+01,1.258308324635956987e+00,2.621076673314013395e-07
2.588388347648316667e+01,1.366116523516816006e+00,3.089254284481342017e-07
2.599169167536402725e+01,1.489048213739099458e+00,3.680065033354794605e-07
2.608253175473053886e+01,1.625000000000000000e+00,4.437024791930603307e-07
2.615484941563909871e+01,1.771645709543637759e+00,5.432173578764241544e-07
2.620740728286131827e+01,1.926476193621848187e+00,6.838195075085166036e-07
2.623930607671724502e+01,2.086842259724933868e+00,8.888751232552027087e-07
2.624999999999998224e+01,2.541666666666664298e+00,2.180108940578414154e-06
2.624999999999998224e+01,2.687499999999997780e+00,2.828038591014413730e-06
2.624999999999998224e+01,3.708333333333330817e+00,1.920195439621345175e-05
2.624999999999998224e+01,3.854166666666664742e+00,2.539966355609656306e-05
2.624999999999998224e+01,3.124999999999997780e+00,6.334180149032630405e-06
2.624999999999998224e+01,3.270833333333331261e+00,8.342229161478466622e-06
2.624999999999998934e+01,3.562499999999998668e+00,1.451783641605590768e-05
2.624999999999998934e+01,3.999999999999996447e+00,3.452346758737204836e-05
2.624999999999998934e+01,2.979166666666665186e+00,4.821443068262138981e-06
2.624999999999998934e+01,2.395833333333332149e+00,1.686845343976465235e-06
2.624999999999998934e+01,2.249999999999998668e+00,1.275853381812368245e-06
2.624999999999998934e+01,2.833333333333332149e+00,3.683927931460272826e-06
2.624999999999998934e+01,3.416666666666665630e+00,1.100220551689343297e-05
2.626069392328272656e+01,4.163157740275061691e+00,5.221434224528424882e-05
2.629259271713864621e+01,4.323523806378147150e+00,7.407194249462328319e-05
