x,y,stress_mag
1.065384590394202924e+01,4.973647619769581141e+00,2.639404153170082368e-01
1.081596534300576451e+01,4.958968037372168958e+00,2.633824979721101078e-01
1.097776598249801516e+01,4.941113717136780714e+00,2.625737604254654300e-01
1.113919068616498542e+01,4.920130169881249849e+00,2.615359566248251499e-01
1.130018452511286142e+01,4.896062612915528689e+00,2.602767447996688910e-01
1.146069465338645621e+01,4.868955778378355248e+00,2.588037748909448044e-01
1.162067018939901430e+01,4.838853832573431824e+00,2.571014127850240194e-01
1.178006416299260728e+01,4.805810100305509813e+00,2.551521027055825841e-01
1.193883616114050028e+01,4.769896163178112936e+00,2.529632361019782949e-01
1.209694961267998004e+01,4.731185372664935329e+00,2.506355729918889885e-01
1.225437124634939856e+01,4.689750516054357554e+00,2.479185537686060536e-01
1.241107091722040856e+01,4.645663558517094671e+00,2.453889346770566082e-01
1.256702141775228299e+01,4.598995420579919724e+00,2.425200883796111428e-01
1.272219841874468038e+01,4.549816177963816877e+00,2.395075120194682106e-01
1.287658234395336265e+01,4.498200937781375863e+00,2.363177912739163056e-01
1.303015838139616100e+01,4.444229097769445858e+00,2.330140715978760713e-01
1.318291495008864977e+01,4.387979494118090074e+00,2.295578267730149502e-01
1.333484347943994841e+01,4.329530051244645961e+00,2.260974502183695778e-01
1.348593821985019581e+01,4.268957605436775715e+00,2.222637504692336341e-01
1.363619606871480805e+01,4.206337753871401297e+00,2.184012403766901755e-01
1.378561636296587700e+01,4.141744668675812591e+00,2.145804923145159526e-01
1.393420048013481072e+01,4.075250507275827161e+00,2.106221844970503909e-01
1.408195201438711841e+01,4.006926136320260845e+00,2.065843540883223750e-01
1.422887688832223851e+01,3.936841625856182691e+00,2.024558293417634547e-01
1.437498321369180765e+01,3.865066146169897632e+00,1.982502289775710802e-01
1.452028115565112820e+01,3.791667875756941530e+00,1.939667557904059259e-01
1.466478279397469819e+01,3.716713932933821685e+00,1.896111800987527740e-01
1.480850192085964423e+01,3.640270181438019392e+00,1.851952989367719182e-01
1.495145225498423613e+01,3.562398157535263010e+00,1.807285816704869430e-01
1.509364735578436800e+01,3.483155378426093574e+00,1.762091757635375899e-01
1.523510221795963737e+01,3.402598560060992927e+00,1.716348118660356303e-01
1.537583325419312175e+01,3.320783715906945321e+00,1.670085178112021285e-01
1.551585820132323512e+01,3.237766123602228152e+00,1.623296361558131951e-01
1.565519603824369277e+01,3.153600297822907628e+00,1.576014657927728990e-01
1.579386690258082382e+01,3.068339976213175557e+00,1.528251908046592833e-01
1.593189114748056134e+01,2.982036737099204693e+00,1.480068494983257932e-01
1.606928698238796471e+01,2.894736478858345397e+00,1.431485990367172001e-01
1.620607282101549274e+01,2.806483470554101967e+00,1.382500003449423920e-01
1.634226794014077555e+01,2.717321498922118383e+00,1.333119311214369662e-01
1.647789242456683567e+01,2.627293859402475285e+00,1.283376738237488046e-01
1.661296710933531529e+01,2.536443356009280947e+00,1.233316968511601885e-01
1.674751353575399193e+01,2.444812298698318731e+00,1.182974077805480778e-01
1.688155388755112796e+01,2.352442484148687729e+00,1.132385300575572962e-01
1.701510957928304890e+01,2.259373255316355245e+00,1.081622900793103442e-01
1.714820021125784066e+01,2.165640159617111316e+00,1.030730603291184905e-01
1.728084565799969496e+01,2.071278089988399795e+00,9.797777735251737841e-02
1.741306626836272287e+01,1.976321627393355485e+00,9.288365115988879428e-02
1.754488283443897956e+01,1.880805045225730110e+00,8.779986794657242133e-02
1.767631655782142275e+01,1.784762319052520363e+00,8.273713393262292770e-02
1.780738902252632982e+01,1.688227134798025775e+00,7.770803536767141584e-02
1.793812214482600709e+01,1.591232870367422780e+00,7.272643089035539521e-02
1.806853681028667680e+01,1.493810827499964855e+00,6.781016217407324909e-02
1.819865208857671490e+01,1.395989272777308443e+00,6.297901499934666081e-02
1.832848712677641601e+01,1.297796056857193125e+00,5.825426461377131160e-02
1.845806131120762572e+01,1.199258866129733647e+00,5.366132314202576303e-02
1.858739424679560059e+01,1.100405230994405903e+00,4.922964198756259874e-02
1.871650573802764583e+01,1.001262534393376535e+00,4.499418682673107101e-02
1.884541577134791623e+01,9.018580205879549450e-01,4.099738582686215937e-02
1.897414449309507134e+01,8.022188118307969074e-01,3.729255086831145122e-02
1.910271249321395359e+01,7.023722973445878370e-01,3.394675105642909474e-02
1.923114114006611786e+01,6.023465950552425729e-01,3.104632438445795173e-02
1.935945199974539221e+01,5.021698354514924079e-01,2.869801660057727175e-02
1.948766673190004894e+01,4.018700684683399471e-01,2.702284282808276386e-02
1.961580707505615706e+01,3.014752787472245732e-01,2.613490206376866895e-02
1.974389483097877473e+01,2.010134022294389478e-01,2.605107283365835566e-02
1.987195184574939688e+01,1.005123457875396337e-01,2.666203768889024300e-02
1.999999999999998934e+01,2.561630958263923828e-16,2.704260776585632603e-02
2.010285588430001980e+01,1.291231518677078138e-01,2.743894346111843893e-02
2.020573867091574982e+01,2.582248672678133516e-01,2.808379349213668830e-02
2.030872774879485831e+01,3.872417989745339240e-01,2.810316647728007544e-02
2.041190233137820087e+01,5.161104154746840589e-01,2.741657000659985383e-02
2.051534136528301744e+01,6.447668390045669939e-01,2.600446325631818392e-02
2.061912258734901116e+01,7.731473664697016135e-01,2.391218459107829000e-02
2.072331862051732898e+01,9.011914196265520260e-01,2.119603666309780379e-02
2.082799993830527185e+01,1.028839000561695860e+00,1.792630087087420526e-02
2.093323633813315254e+01,1.156029300482232403e+00,1.420530513015872201e-02
2.103909681938501919e+01,1.282700600468176910e+00,1.024610630707201500e-02
2.114565228556658028e+01,1.408787780125820399e+00,6.768431710459572349e-03
2.125298918212778077e+01,1.534210319468202632e+00,6.287445098864142580e-03
2.136119858959772699e+01,1.658880773983526291e+00,1.009082332754538541e-02
2.147036989551068942e+01,1.782709676835178003e+00,1.577212984413865760e-02
2.158059051422356944e+01,1.905605393695579242e+00,2.229163547075195886e-02
2.169195172438330843e+01,2.027468366443375913e+00,2.938708783895157065e-02
2.180456553392503238e+01,2.148174553291926969e+00,3.696845207393038152e-02
2.191854609916984842e+01,2.267590757078777219e+00,4.500026399213602479e-02
2.203400348712027679e+01,2.385579444427385898e+00,5.346648944652566265e-02
2.215104356578845568e+01,2.501998054523278281e+00,6.237109438811742207e-02
2.226978986466392385e+01,2.616675387231786054e+00,7.170301366963906242e-02
2.239038986577577717e+01,2.729401153335136332e+00,8.145976483030492599e-02
2.251298439344875035e+01,2.839953912149547843e+00,9.164334951702651777e-02
2.263770376538697704e+01,2.948103210946570130e+00,1.022843593229685877e-01
2.276468057992082805e+01,3.053592041637916310e+00,1.133803195243628659e-01
2.289408303585242521e+01,3.156089673909676652e+00,1.248968484414674091e-01
2.302607087036017930e+01,3.255234514324086614e+00,1.368201332718901042e-01
2.316077998362533563e+01,3.350647543906382975e+00,1.491793725634859569e-01
2.329833125674881344e+01,3.441913398199674567e+00,1.619564957761774615e-01
2.343886266653988315e+01,3.528517327309961704e+00,1.750286880948702661e-01
2.358248180738176458e+01,3.609894915946784355e+00,1.883113256778050915e-01
2.372924369922198551e+01,3.685453598095649763e+00,2.017238314801124699e-01
2.387914903165875913e+01,3.754561154644619148e+00,2.151601911627655517e-01
2.403214479595358455e+01,3.816520361824646379e+00,2.283840506733008924e-01
2.418810034096916795e+01,3.870590750303367855e+00,2.411175494053225954e-01
2.434678224989601958e+01,3.916032364791712794e+00,2.529245493637473641e-01
2.450782096539040111e+01,3.952236107938823295e+00,2.638449218780934413e-01
2.467075457905556490e+01,3.978617866675591142e+00,2.735434018059966221e-01
2.483503252115204418e+01,3.994598098024839228e+00,2.813355142983203772e-01
2.499999999999998934e+01,3.999925484687913979e+00,2.869913365377343428e-01
2.516496747884792740e+01,3.994598098024838784e+00,2.910652159382333126e-01
2.532924542094440312e+01,3.978617866675591142e+00,2.930257515462923457e-01
2.549217903460956691e+01,3.952236107938821519e+00,2.926913128875825443e-01
2.565321775010395910e+01,3.916032364791712350e+00,2.905760910270493991e-01
2.581189965903080363e+01,3.870590750303367411e+00,2.872457694994098865e-01
2.596785520404639058e+01,3.816520361824645047e+00,2.823556161472253745e-01
2.612085096834121956e+01,3.754561154644616483e+00,2.768961414640105367e-01
2.627075630077799318e+01,3.685453598095647987e+00,2.689717885985081769e-01
2.641751819261821055e+01,3.609894915946783467e+00,2.615281273694128883e-01
2.656113733346008488e+01,3.528517327309960816e+00,2.542570844496499505e-01
2.670166874325116169e+01,3.441913398199670571e+00,2.466000827791615113e-01
2.683922001637465371e+01,3.350647543906378978e+00,2.388178334249578261e-01
2.697392912963979938e+01,3.255234514324085282e+00,2.310876140751324803e-01
2.710591696414754281e+01,3.156089673909677984e+00,2.234764786080797316e-01
2.723531942007914353e+01,3.053592041637916310e+00,2.159676703997470415e-01
2.736229623461300164e+01,2.948103210946569241e+00,2.085855704731253979e-01
2.748701560655122478e+01,2.839953912149547843e+00,2.014082335731869344e-01
2.760961013422419441e+01,2.729401153335135444e+00,1.944634860447548574e-01
2.773021013533604417e+01,2.616675387231784722e+00,1.877150169178550820e-01
2.784895643421152300e+01,2.501998054523278281e+00,1.811571281874668204e-01
2.796599651287969479e+01,2.385579444427387230e+00,1.747969479369716750e-01
2.808145390083011250e+01,2.267590757078778108e+00,1.686591554366164147e-01
2.819543446607493209e+01,2.148174553291926081e+00,1.627182138059259930e-01
2.830804827561667025e+01,2.027468366443372361e+00,1.569623014407055817e-01
2.841940948577640569e+01,1.905605393695573246e+00,1.513789169355447273e-01
2.852963010448927861e+01,1.782709676835170898e+00,1.459708494389241329e-01
2.863880141040225880e+01,1.658880773983520518e+00,1.407314437283281316e-01
2.874701081787220502e+01,1.534210319468197303e+00,1.356487583826185006e-01
2.885434771443339486e+01,1.408787780125817068e+00,1.307113597143081396e-01
2.896090318061495594e+01,1.282700600468173802e+00,1.259118930454818930e-01
2.906676366186682614e+01,1.156029300482228628e+00,1.212450409698034581e-01
2.917200006169470683e+01,1.028839000561691863e+00,1.167042043491378495e-01
2.927668137948264615e+01,9.011914196265498056e-01,1.122819700061486042e-01
2.938087741265095687e+01,7.731473664697006143e-01,1.079740456719286562e-01
2.948465863471696125e+01,6.447668390045663278e-01,1.037739803229005831e-01
2.958809766862177071e+01,5.161104154746841699e-01,9.969209406506014670e-02
2.969127225120512037e+01,3.872417989745355893e-01,9.570763294059743409e-02
2.979426132908421820e+01,2.582248672678167378e-01,9.200573258506715424e-02
2.989714411569994468e+01,1.291231518677094792e-01,8.827219380323367282e-02
2.999999999999998934e+01,2.079978183793305564e-16,8.669492312203792850e-02
3.016666666666665364e+01,-3.681737991479154369e-17,8.527698088388101227e-02
3.033333333333331794e+01,-3.641782345671601619e-17,8.169831526448635695e-02
3.049999999999998224e+01,-3.895854083745223490e-17,7.828801024554261911e-02
3.066666666666665719e+01,-3.617795135021708885e-17,7.488001509130998157e-02
3.083333333333331794e+01,-3.592818118847891344e-17,7.166874839201797798e-02
3.099999999999998224e+01,-3.691925984852312768e-17,6.865852309045189505e-02
3.116666666666665009e+01,-3.602988900455085573e-17,6.587003004443231502e-02
3.133333333333332149e+01,-3.299456635983678773e-17,6.330069593645512582e-02
3.149999999999998579e+01,-3.296996124863391811e-17,6.094620856914890333e-02
3.166666666666665009e+01,-3.523307188905372631e-17,5.879616991863348407e-02
3.183333333333331439e+01,-3.538279627944476032e-17,5.683938150791522509e-02
3.199999999999997513e+01,-3.318761283142126149e-17,5.506269948890442356e-02
3.216666666666664298e+01,-3.340178346667270220e-17,5.345274012195760233e-02
3.233333333333330728e+01,-3.598841616689947752e-17,5.199557087527011123e-02
3.249999999999997158e+01,-3.612673463800854666e-17,5.067736407689436146e-02
3.266666666666664298e+01,-3.385219719789792297e-17,4.948438231029841233e-02
3.283333333333331439e+01,-3.398953799114758088e-17,4.840333580630160060e-02
3.299999999999997158e+01,-3.653513582133469610e-17,4.742134244360955708e-02
3.316666666666663588e+01,-3.658263308893418072e-17,4.652609953257495767e-02
3.333333333333331439e+01,-3.418886122228325113e-17,4.570586709767587852e-02
3.349999999999997868e+01,-3.423282506648504945e-17,4.494961345889429694e-02
3.366666666666663588e+01,-3.669314492738977759e-17,4.424694915558644026e-02
3.383333333333330728e+01,-3.662366594479170967e-17,4.358815613764249752e-02
3.399999999999997868e+01,-3.411288556794055597e-17,4.296412209343781347e-02
3.416666666666664298e+01,-3.409123742438699377e-17,4.236637252231928441e-02
3.433333333333330728e+01,-3.635359593748100072e-17,4.178704378848086681e-02
3.449999999999997158e+01,-3.614075464965158159e-17,4.121875912433137223e-02
3.466666666666664298e+01,-3.353146190565824843e-17,4.065461006249613402e-02
3.483333333333331439e+01,-3.347723084197802544e-17,4.008809239875339020e-02
3.499999999999997158e+01,-3.551475023168089638e-17,3.951313580584066981e-02
3.516666666666663588e+01,-3.527779587182610276e-17,3.892389014876874997e-02
3.533333333333331439e+01,-3.273921233611578314e-17,3.831479009608242114e-02
3.549999999999997868e+01,-3.271466395371656577e-17,3.768037079293621444e-02
3.566666666666663588e+01,-3.491463674627807801e-17,3.701545957636247913e-02
3.583333333333330728e+01,-3.489483777005137264e-17,3.631481058295166903e-02
3.599999999999997868e+01,-3.258880183706665879e-17,3.557328856825397317e-02
3.616666666666664298e+01,-3.270723443212674097e-17,3.478563463133237110e-02
3.633333333333330728e+01,-3.516094049172282930e-17,3.394667654801310913e-02
3.649999999999997158e+01,-3.526158238659618246e-17,3.305109645534023977e-02
3.666666666666664298e+01,-3.300026552955186875e-17,3.209339417726018301e-02
3.683333333333331439e+01,-3.302083704578931223e-17,3.106808415780099725e-02
3.699999999999997158e+01,-3.549000385766655667e-17,2.996955503671146909e-02
3.716666666666663588e+01,-3.549124526909981491e-17,2.879241790949453941e-02
3.733333333333331439e+01,-4.022411201276641212e-17,2.753143295322498310e-02
3.749999999999997868e+01,-3.312418947479639584e-17,2.618227679736634742e-02
3.766666666666664298e+01,-3.312100018113272021e-17,2.474218769145384092e-02
3.783333333333331439e+01,-4.022044507834582880e-17,2.321134518931059279e-02
3.799999999999997868e+01,-4.022534558988377275e-17,2.159542157368973814e-02
3.816666666666665009e+01,-3.312314720390787212e-17,1.990991242960383004e-02
3.833333333333330728e+01,-3.545629425270142947e-17,1.818836283912423843e-02
3.849999999999997158e+01,-3.534349725572715958e-17,1.649667027765037985e-02
3.866666666666664298e+01,-3.285193452842228185e-17,1.495702479579226821e-02
3.883333333333330728e+01,-3.264849248194353917e-17,1.378117854710868978e-02
3.899999999999997158e+01,-3.483981614807135508e-17,1.328419312551432259e-02
3.916666666666664298e+01,-3.489600589524546863e-17,1.381390337267639386e-02
3.933333333333331439e+01,-3.287062468016636998e-17,1.555901808109924449e-02
3.949999999999997868e+01,-3.378958614193781826e-17,1.852022314665924957e-02
3.966666666666663588e+01,-3.748371930344512966e-17,2.237310047692451717e-02
3.983333333333330017e+01,-3.964861103308713082e-17,2.727363537810040608e-02
3.999999999999997868e+01,-6.592033221933752252e-17,3.072673288596299013e-02
4.010286933589049596e+01,1.291124341764625094e-01,3.431538425045082413e-02
4.020595116574361327e+01,2.580552078053275356e-01,3.984895617941043577e-02
4.030956129319550030e+01,3.865736826441648066e-01,4.525928063253437106e-02
4.041399996941381545e+01,5.144195005979946833e-01,5.102449546470456954e-02
4.051954841025797549e+01,6.413503009071174210e-01,5.702078173295335034e-02
4.062649459102433980e+01,7.671051596882364487e-01,6.331311594442322332e-02
4.073518494784644872e+01,8.913548385200996682e-01,6.991167948501790519e-02
4.084597586211596365e+01,1.013734183139700873e+00,7.685672557871703336e-02
4.095927304969488603e+01,1.133795378653225550e+00,8.413990261673237603e-02
4.107552178252556985e+01,1.250999026900156075e+00,9.179634948510180525e-02
4.119519493172353464e+01,1.364700575598026822e+00,9.977106258036820552e-02
4.131885188259791875e+01,1.474051605392124209e+00,1.080143613974382105e-01
4.144704151639255230e+01,1.578044835770798793e+00,1.163865852218762126e-01
4.158038999166872429e+01,1.675323771854407839e+00,1.245694523230675976e-01
4.171943132984713998e+01,1.764258661629006797e+00,1.321762089063799883e-01
4.186462184905015960e+01,1.842726798773931973e+00,1.383107565261545158e-01
4.201607240087610506e+01,1.908260182003353345e+00,1.422010032798923518e-01
4.217339112535634627e+01,1.958016182500332159e+00,1.417828817638854821e-01
4.233537728773601572e+01,1.989308933104991572e+00,1.380932442928182735e-01
4.249999999999997868e+01,1.999962742343957434e+00,1.246164538648223685e-01
4.266462271226394165e+01,1.989308933104991794e+00,1.141688536463185411e-01
4.282660887464359689e+01,1.958016182500330604e+00,9.432465297688853723e-02
4.298392759912384520e+01,1.908260182003350236e+00,7.437610015470801084e-02
4.313537815094980488e+01,1.842726798773931973e+00,5.184686192194785936e-02
4.328056867015281028e+01,1.764258661629009017e+00,3.019728100218138644e-02
4.341961000833122597e+01,1.675323771854408728e+00,1.197794689769055877e-02
4.355295848360739086e+01,1.578044835770799459e+00,4.871374735412277446e-03
4.368114811740203862e+01,1.474051605392125319e+00,1.889606381852487749e-02
4.380480506827640852e+01,1.364700575598031262e+00,3.067204800222434261e-02
4.392447821747435910e+01,1.250999026900162514e+00,4.012112877331144856e-02
4.404072695030504292e+01,1.133795378653226660e+00,4.735708063096839837e-02
4.415402413788400082e+01,1.013734183139695766e+00,5.254928783084908406e-02
4.426481505215348733e+01,8.913548385200915636e-01,5.591607679285672677e-02
4.437350540897559625e+01,7.671051596882295653e-01,5.773981773122872224e-02
4.448045158974196056e+01,6.413503009071134242e-01,5.836392743510545461e-02
4.458600003058613481e+01,5.144195005979916857e-01,5.819241737079714621e-02
4.469043870680444996e+01,3.865736826441619756e-01,5.767452589233516141e-02
4.479404883425632278e+01,2.580552078053273135e-01,5.722555212808034392e-02
4.489713066410944720e+01,1.291124341764640360e-01,5.709408183326050712e-02
4.499999999999997868e+01,6.244373300925945293e-17,5.710623782132468601e-02
4.506021038898330033e+01,1.511035575752934235e-01,5.711760533600317158e-02
4.512043880696953124e+01,3.021999287284691249e-01,5.699842579664090442e-02
4.518078420879094637e+01,4.532496101415152134e-01,5.657292617512739430e-02
4.524134544724039131e+01,6.042128707218570316e-01,5.607903613773748686e-02
4.530222062539635886e+01,7.550497900573297505e-01,5.591757489714056784e-02
4.536350007282910468e+01,9.057229002583010447e-01,5.652374844221627614e-02
4.542526862301773605e+01,1.056196135127357660e+00,5.809851287699701466e-02
4.548761066049241464e+01,1.206432645501462009e+00,6.120836228972097171e-02
4.555061061365255881e+01,1.356394420680291368e+00,6.537373036268807891e-02
4.561437257763892461e+01,1.506033723565651572e+00,7.077843646807252531e-02
4.567902724171792528e+01,1.655289408429955422e+00,7.729944482806022643e-02
4.574470622741078785e+01,1.804097098463784299e+00,8.482305064819799234e-02
4.581154041542865940e+01,1.952389437430774199e+00,9.327113629455158206e-02
4.587969125716008989e+01,2.100081127343222054e+00,1.025902275520449713e-01
4.594936846153409959e+01,2.247058645521925691e+00,1.127673251889639572e-01
4.602078303018492278e+01,2.393199621641435737e+00,1.238222122157968674e-01
4.609414773071389959e+01,2.538371067191742991e+00,1.358308588962908459e-01
4.616977125034735963e+01,2.682378081404916959e+00,1.489011877824910346e-01
4.624803979568152101e+01,2.824963977904508372e+00,1.631838028146616604e-01
4.632933012902150693e+01,2.965848023984950732e+00,1.789746710139035191e-01
4.641412005222429826e+01,3.104651995973816359e+00,1.965343948158509157e-01
4.650315107706632745e+01,3.240771468028964097e+00,2.161577466000350889e-01
4.659716036351425572e+01,3.373497770970076637e+00,2.387468574164513246e-01
4.669709261912774423e+01,3.501814578749020246e+00,2.645357550897664001e-01
4.680440463056319800e+01,3.624011342281648673e+00,2.944062599304672068e-01
4.692047282803284247e+01,3.737897576197205307e+00,3.293039606759478599e-01
4.704740031785534882e+01,3.839465480523823082e+00,3.669082727829962032e-01
4.718688645300031936e+01,3.922821977756370870e+00,4.098253377976998624e-01
4.733898596326957886e+01,3.979620223208437224e+00,4.583063971625958577e-01
4.749999999999995737e+01,3.999547510663067573e+00,4.573534729313336600e-01
4.766101403673035009e+01,3.979620223208444774e+00,4.388624398301673724e-01
4.781311354699962379e+01,3.922821977756381084e+00,3.788000085384525262e-01
4.795259968214457302e+01,3.839465480523836849e+00,3.334783632713912427e-01
4.807952717196707226e+01,3.737897576197223515e+00,2.904304934492379919e-01
4.819559536943673095e+01,3.624011342281664216e+00,2.528768791626566093e-01
4.830290738087220603e+01,3.501814578749034457e+00,2.208316786701545464e-01
4.840283963648568033e+01,3.373497770970087739e+00,1.936271300474264045e-01
4.849684892293360150e+01,3.240771468028971203e+00,1.702663939010483907e-01
4.858587994777563068e+01,3.104651995973824796e+00,1.502122802140129221e-01
4.867066987097845043e+01,2.965848023984963611e+00,1.327224845460711899e-01
4.875196020431842214e+01,2.824963977904520807e+00,1.173812143768115240e-01
4.883022874965256932e+01,2.682378081404924508e+00,1.038924915668059945e-01
4.890585226928603646e+01,2.538371067191747876e+00,9.195159173092946892e-02
4.897921696981503459e+01,2.393199621641438846e+00,8.137034821970244580e-02
4.905063153846582935e+01,2.247058645521929687e+00,7.198059363538045208e-02
4.912030874283984616e+01,2.100081127343226939e+00,6.366362365992186967e-02
4.918845958457127665e+01,1.952389437430775754e+00,5.631434796202084564e-02
4.925529377258919084e+01,1.804097098463781412e+00,4.988136781604662201e-02
4.932097275828201788e+01,1.655289408429953868e+00,4.408468499422046188e-02
4.938562742236101144e+01,1.506033723565649574e+00,3.931959865398721582e-02
4.944938938634737013e+01,1.356394420680288260e+00,3.533782887371576115e-02
4.951238933950753562e+01,1.206432645501460454e+00,3.215574701672276742e-02
4.957473137698219290e+01,1.056196135127358771e+00,2.959383342473762002e-02
4.963649992717081005e+01,9.057229002583032651e-01,2.754068165348711253e-02
4.969777937460357720e+01,7.550497900573317489e-01,2.580647889401163977e-02
4.975865455275953764e+01,6.042128707218610284e-01,2.445186404717916012e-02
4.981921579120899679e+01,4.532496101415177114e-01,2.263298833303918969e-02
4.987956119303039060e+01,3.021999287284706792e-01,2.257321628663690877e-02
4.993978961101665703e+01,1.511035575752946170e-01,1.350663969452336154e-02
4.999999999999997868e+01,1.795139745535011594e-16,3.031120271430802482e-02
