x,y,stress_shear_10000
2.650918264014957160e+01,4.974628604324491832e+00,1.965136007444423738e+00
2.667571935104592740e+01,4.968701648614838540e+00,1.966062661036213299e+00
2.684223256398423629e+01,4.962147599356509176e+00,1.967082547672174053e+00
2.700871981940320410e+01,4.954964342142540445e+00,1.968192745231899687e+00
2.717615664038887502e+01,4.947101758454037324e+00,1.969399318540502541e+00
2.734356210118431463e+01,4.938597604335022595e+00,1.970695489614248563e+00
2.751750157411704123e+01,4.929076832929697005e+00,1.972136868374732899e+00
2.769140135340002473e+01,4.918856673330550322e+00,1.973666688957986803e+00
2.785771647902462078e+01,4.908421974587385606e+00,1.975215198150686469e+00
2.802398975409155568e+01,4.897340388949784185e+00,1.976848285327162724e+00
2.819021838143514103e+01,4.885608192308338538e+00,1.978562224367227174e+00
2.835639951205384435e+01,4.873221411340010967e+00,1.980356673193104822e+00
2.852253022833260943e+01,4.860175817470013371e+00,1.982230566531135052e+00
2.868860752367018208e+01,4.846466920876184581e+00,1.984183922561060465e+00
2.885462831400866079e+01,4.832089961460689587e+00,1.986216879980438055e+00
2.902058943842610006e+01,4.817039899814180792e+00,1.988329813420031567e+00
2.918648764285482855e+01,4.801311409005571740e+00,1.990523728750459576e+00
2.935231956793473884e+01,4.784898865511654442e+00,1.992799994403398278e+00
2.951808515945554134e+01,4.767795979181664201e+00,1.995161328755801433e+00
2.968377743311199879e+01,4.749996829906200091e+00,1.997610879310605769e+00
2.985488223905899119e+01,4.730869293444086132e+00,2.000239042589154970e+00
3.002590062101192103e+01,4.710983890485345604e+00,2.002967158609675113e+00
3.019134713321131258e+01,4.691006939317192703e+00,2.005710896428953838e+00
3.035670445823689434e+01,4.670304740795886644e+00,2.008564567974181259e+00
3.052196226154580216e+01,4.648870027365834545e+00,2.011534595282209015e+00
3.068712216170169782e+01,4.626693582028836182e+00,2.014630698448323542e+00
3.085217958289116780e+01,4.603766503027609147e+00,2.017864326272337028e+00
3.101712965390606058e+01,4.580079459864863978e+00,2.021247827652322027e+00
3.118196729792093436e+01,4.555622659325456958e+00,2.024796545803650094e+00
3.134668731444127587e+01,4.530385808107421752e+00,2.028527104787202440e+00
3.151128423707473658e+01,4.504358106742872181e+00,2.032459428678706992e+00
3.167575230101317985e+01,4.477528227040711073e+00,2.036615585262455230e+00
3.184008545648945798e+01,4.449884279992522451e+00,2.041021343932278409e+00
3.200427742375858031e+01,4.421413773029638783e+00,2.045705346600814600e+00
3.217029875061865596e+01,4.391744981298891126e+00,2.050763384042545212e+00
3.233616144621656474e+01,4.361201863337995199e+00,2.056179436560339635e+00
3.249988469209536390e+01,4.330149209711332325e+00,2.061924555691076577e+00
3.266343788974597118e+01,4.298213061649453159e+00,2.068109500550394220e+00
3.282681286999905979e+01,4.265377413261034256e+00,2.074788079717548417e+00
3.299000099682432108e+01,4.231625430687175005e+00,2.082021023893342537e+00
3.315299315833996729e+01,4.196939394898529407e+00,2.089876401973852271e+00
3.331577965374997774e+01,4.161300661388851907e+00,2.098431503164775780e+00
3.347835019796826117e+01,4.124689589945074175e+00,2.107772615155421025e+00
3.364069390352956646e+01,4.087085471546067161e+00,2.117997770582975559e+00
3.380279918320905352e+01,4.048466466043290524e+00,2.129215284179086343e+00
3.396465366163384658e+01,4.008809531338514809e+00,2.141550843165429985e+00
3.412626172686559300e+01,3.968085837063672905e+00,2.155144546294569974e+00
3.428759164767848944e+01,3.926273910549745505e+00,2.170154004551212878e+00
3.444861081676879877e+01,3.883351267959147535e+00,2.186753450454236969e+00
3.460932064550251397e+01,3.839284608302249158e+00,2.205146731757243739e+00
3.476970381668532184e+01,3.794043391865784542e+00,2.225559361622704291e+00
3.492974159980192184e+01,3.747595255051531016e+00,2.248248253290008325e+00
3.508941380819700129e+01,3.699905839747265279e+00,2.273499691367650843e+00
3.524869875488312942e+01,3.650938598218528952e+00,2.301644631341872138e+00
3.540757285618786199e+01,3.600654681877559771e+00,2.333047684410064715e+00
3.556601067764454882e+01,3.549012669585426938e+00,2.368135775408857224e+00
3.572398464773865356e+01,3.495968364894134428e+00,2.407376336597231159e+00
3.588146447468541567e+01,3.441474665930274845e+00,2.451323708059512718e+00
3.603841711493473099e+01,3.385481216356361234e+00,2.500578837800202070e+00
3.619480668974944848e+01,3.327934013420679182e+00,2.555865742504155325e+00
3.635059382804553962e+01,3.268775165626245371e+00,2.617974174677607291e+00
3.650573498836668307e+01,3.207942614779666357e+00,2.687851641159381799e+00
3.666018221197127502e+01,3.145369626462018342e+00,2.766531251726555674e+00
3.681388263809013495e+01,3.080984276591420379e+00,2.855276090100925757e+00
3.696677758231281530e+01,3.014709020332274836e+00,2.955478948329367750e+00
3.711880167458892998e+01,2.946460135521959511e+00,3.068836436342595064e+00
3.726988196396884945e+01,2.876147048285878416e+00,3.197228609917329045e+00
3.741993676714555761e+01,2.803671614550097946e+00,3.342999727748215744e+00
3.756887433948458010e+01,2.728927299187267064e+00,3.508784813490497978e+00
3.771659090902460321e+01,2.651798460008121694e+00,3.697882178589502189e+00
3.786296955552575838e+01,2.572158933520786395e+00,3.914036918190841874e+00
3.800787611058873239e+01,2.489871908610173268e+00,4.162070644575916134e+00
3.815115655599258560e+01,2.404788769651386549e+00,4.447561679501909282e+00
3.829263703225649351e+01,2.316745819479542057e+00,4.777782545139305448e+00
3.843211619185539263e+01,2.225564962193653074e+00,5.161316106510427382e+00
3.856935936716618585e+01,2.131053113804401100e+00,5.609671071586055824e+00
3.870409430931723449e+01,2.032999949755112112e+00,6.136841631222728743e+00
3.883600280124401394e+01,1.931177720228659300e+00,6.761962082931083806e+00
3.896471134859926622e+01,1.825341275558035159e+00,7.509181681472218095e+00
3.908977981225992693e+01,1.715229328432409162e+00,8.412471342264231211e+00
3.921068805342330421e+01,1.600567435779218561e+00,9.516742132666749399e+00
3.932682029322203476e+01,1.481073945401392145e+00,1.088786590115681108e+01
3.943744756452716871e+01,1.356470412567063910e+00,1.261278220683328932e+01
3.954170941114229265e+01,1.226498512111031669e+00,1.485260760577043015e+01
3.963859727167838543e+01,1.090946068409828218e+00,1.772119085545774197e+01
3.972694421622096428e+01,9.496849800688883514e-01,2.201970064033914198e+01
3.980542883125828979e+01,8.027229439397246535e-01,2.647953287513110610e+01
3.987260456587245727e+01,6.502677591397196810e-01,3.939755501696390638e+01
3.992696764179000013e+01,4.927966699195274192e-01,4.321455527988450029e+01
3.996707303570740066e+01,3.311133984672386954e-01,1.188978169395157494e+02
3.999169438827005507e+01,1.663661853704532789e-01,1.187026950107718335e+02
3.999999999999998579e+01,-1.237547636527542881e-17,1.057576506499478455e+03
