height, length, velocity, file
11.0, 22.0, 12000,stress_height11.00_length22.00_velocity12000.00
11.0, 23.0, 10000,stress_height11.00_length23.00_velocity10000.00
11.0, 23.0, 11000,stress_height11.00_length23.00_velocity11000.00
11.0, 23.0, 12000,stress_height11.00_length23.00_velocity12000.00
11.0, 24.0, 10000,stress_height11.00_length24.00_velocity10000.00
11.0, 24.0, 11000,stress_height11.00_length24.00_velocity11000.00
11.0, 24.0, 12000,stress_height11.00_length24.00_velocity12000.00
11.0, 25.0, 10000,stress_height11.00_length25.00_velocity10000.00
11.0, 25.0, 11000,stress_height11.00_length25.00_velocity11000.00
11.0, 25.0, 12000,stress_height11.00_length25.00_velocity12000.00
12.0, 15.0, 10000,stress_height12.00_length15.00_velocity10000.00
12.0, 15.0, 11000,stress_height12.00_length15.00_velocity11000.00
12.0, 15.0, 12000,stress_height12.00_length15.00_velocity12000.00
12.0, 16.0, 10000,stress_height12.00_length16.00_velocity10000.00
12.0, 16.0, 11000,stress_height12.00_length16.00_velocity11000.00
12.0, 15.0, 10000,stress_height12.00_length15.00_velocity10000.00
12.0, 15.0, 11000,stress_height12.00_length15.00_velocity11000.00
12.0, 15.0, 12000,stress_height12.00_length15.00_velocity12000.00
12.0, 15.0, 10000,stress_height12.00_length15.00_velocity10000.00
12.0, 15.0, 10000,stress_height12.00_length15.00_velocity10000.00
12.0, 15.0, 10000,stress_height12.00_length15.00_velocity10000.00
12.0, 15.0, 10000,stress_height12.00_length15.00_velocity10000.00
12.0, 15.0, 11000,stress_height12.00_length15.00_velocity11000.00
12.0, 15.0, 12000,stress_height12.00_length15.00_velocity12000.00
12.0, 16.0, 10000,stress_height12.00_length16.00_velocity10000.00
12.0, 16.0, 11000,stress_height12.00_length16.00_velocity11000.00
12.0, 16.0, 12000,stress_height12.00_length16.00_velocity12000.00
12.0, 17.0, 10000,stress_height12.00_length17.00_velocity10000.00
12.0, 15.0, 10000,stress_height12.00_length15.00_velocity10000.00
12.0, 15.0, 11000,stress_height12.00_length15.00_velocity11000.00
12.0, 15.0, 12000,stress_height12.00_length15.00_velocity12000.00
12.0, 16.0, 10000,stress_height12.00_length16.00_velocity10000.00
12.0, 15.0, 10000,stress_height12.00_length15.00_velocity10000.00
12.0, 15.0, 11000,stress_height12.00_length15.00_velocity11000.00
12.0, 15.0, 10000,stress_height12.00_length15.00_velocity10000.00
12.0, 15.0, 10000,stress_height12.00_length15.00_velocity10000.00
12.0, 15.0, 10000,stress_height12.00_length15.00_velocity10000.00
12.0, 15.0, 11000,stress_height12.00_length15.00_velocity11000.00
12.0, 15.0, 12000,stress_height12.00_length15.00_velocity12000.00
12.0, 16.0, 10000,stress_height12.00_length16.00_velocity10000.00
12.0, 16.0, 11000,stress_height12.00_length16.00_velocity11000.00
12.0, 16.0, 12000,stress_height12.00_length16.00_velocity12000.00
12.0, 17.0, 10000,stress_height12.00_length17.00_velocity10000.00
12.0, 17.0, 11000,stress_height12.00_length17.00_velocity11000.00
12.0, 17.0, 12000,stress_height12.00_length17.00_velocity12000.00
12.0, 18.0, 10000,stress_height12.00_length18.00_velocity10000.00
12.0, 18.0, 11000,stress_height12.00_length18.00_velocity11000.00
12.0, 18.0, 12000,stress_height12.00_length18.00_velocity12000.00
12.0, 19.0, 10000,stress_height12.00_length19.00_velocity10000.00
12.0, 19.0, 11000,stress_height12.00_length19.00_velocity11000.00
12.0, 19.0, 12000,stress_height12.00_length19.00_velocity12000.00
12.0, 20.0, 10000,stress_height12.00_length20.00_velocity10000.00
12.0, 20.0, 11000,stress_height12.00_length20.00_velocity11000.00
12.0, 20.0, 12000,stress_height12.00_length20.00_velocity12000.00
12.0, 21.0, 10000,stress_height12.00_length21.00_velocity10000.00
12.0, 21.0, 11000,stress_height12.00_length21.00_velocity11000.00
12.0, 21.0, 12000,stress_height12.00_length21.00_velocity12000.00
12.0, 22.0, 10000,stress_height12.00_length22.00_velocity10000.00
12.0, 22.0, 10000,stress_height12.00_length22.00_velocity10000.00
12.0, 22.0, 11000,stress_height12.00_length22.00_velocity11000.00
12.0, 22.0, 12000,stress_height12.00_length22.00_velocity12000.00
12.0, 22.0, 10000,stress_height12.00_length22.00_velocity10000.00
12.0, 22.0, 10000,stress_height12.00_length22.00_velocity10000.00
12.0, 22.0, 10000,stress_height12.00_length22.00_velocity10000.00
12.0, 22.0, 11000,stress_height12.00_length22.00_velocity11000.00
12.0, 22.0, 12000,stress_height12.00_length22.00_velocity12000.00
12.0, 23.0, 10000,stress_height12.00_length23.00_velocity10000.00
12.0, 23.0, 11000,stress_height12.00_length23.00_velocity11000.00
12.0, 23.0, 12000,stress_height12.00_length23.00_velocity12000.00
12.0, 24.0, 10000,stress_height12.00_length24.00_velocity10000.00
12.0, 24.0, 11000,stress_height12.00_length24.00_velocity11000.00
12.0, 24.0, 12000,stress_height12.00_length24.00_velocity12000.00
12.0, 25.0, 10000,stress_height12.00_length25.00_velocity10000.00
12.0, 25.0, 11000,stress_height12.00_length25.00_velocity11000.00
12.0, 25.0, 10000,stress_height12.00_length25.00_velocity10000.00
12.0, 25.0, 10000,stress_height12.00_length25.00_velocity10000.00
12.0, 25.0, 10000,stress_height12.00_length25.00_velocity10000.00
12.0, 25.0, 10000,stress_height12.00_length25.00_velocity10000.00
12.0, 25.0, 10000,stress_height12.00_length25.00_velocity10000.00
12.0, 25.0, 11000,stress_height12.00_length25.00_velocity11000.00
12.0, 25.0, 12000,stress_height12.00_length25.00_velocity12000.00
13.0, 15.0, 10000,stress_height13.00_length15.00_velocity10000.00
13.0, 15.0, 11000,stress_height13.00_length15.00_velocity11000.00
13.0, 15.0, 12000,stress_height13.00_length15.00_velocity12000.00
13.0, 16.0, 10000,stress_height13.00_length16.00_velocity10000.00
13.0, 16.0, 11000,stress_height13.00_length16.00_velocity11000.00
13.0, 16.0, 12000,stress_height13.00_length16.00_velocity12000.00
13.0, 17.0, 10000,stress_height13.00_length17.00_velocity10000.00
13.0, 17.0, 11000,stress_height13.00_length17.00_velocity11000.00
13.0, 17.0, 12000,stress_height13.00_length17.00_velocity12000.00
13.0, 18.0, 10000,stress_height13.00_length18.00_velocity10000.00
13.0, 18.0, 10000,stress_height13.00_length18.00_velocity10000.00
13.0, 18.0, 11000,stress_height13.00_length18.00_velocity11000.00
13.0, 18.0, 12000,stress_height13.00_length18.00_velocity12000.00
13.0, 19.0, 10000,stress_height13.00_length19.00_velocity10000.00
13.0, 19.0, 11000,stress_height13.00_length19.00_velocity11000.00
13.0, 19.0, 12000,stress_height13.00_length19.00_velocity12000.00
13.0, 20.0, 10000,stress_height13.00_length20.00_velocity10000.00
13.0, 20.0, 11000,stress_height13.00_length20.00_velocity11000.00
13.0, 20.0, 12000,stress_height13.00_length20.00_velocity12000.00
13.0, 21.0, 10000,stress_height13.00_length21.00_velocity10000.00
13.0, 21.0, 11000,stress_height13.00_length21.00_velocity11000.00
13.0, 21.0, 12000,stress_height13.00_length21.00_velocity12000.00
13.0, 22.0, 10000,stress_height13.00_length22.00_velocity10000.00
13.0, 22.0, 11000,stress_height13.00_length22.00_velocity11000.00
13.0, 22.0, 12000,stress_height13.00_length22.00_velocity12000.00
13.0, 23.0, 10000,stress_height13.00_length23.00_velocity10000.00
13.0, 22.0, 10000,stress_height13.00_length22.00_velocity10000.00
13.0, 22.0, 11000,stress_height13.00_length22.00_velocity11000.00
13.0, 22.0, 12000,stress_height13.00_length22.00_velocity12000.00
13.0, 22.0, 10000,stress_height13.00_length22.00_velocity10000.00
13.0, 22.0, 11000,stress_height13.00_length22.00_velocity11000.00
13.0, 22.0, 12000,stress_height13.00_length22.00_velocity12000.00
13.0, 23.0, 10000,stress_height13.00_length23.00_velocity10000.00
13.0, 23.0, 11000,stress_height13.00_length23.00_velocity11000.00
13.0, 23.0, 12000,stress_height13.00_length23.00_velocity12000.00
13.0, 24.0, 10000,stress_height13.00_length24.00_velocity10000.00
13.0, 22.0, 10000,stress_height13.00_length22.00_velocity10000.00
13.0, 22.0, 10000,stress_height13.00_length22.00_velocity10000.00
13.0, 22.0, 11000,stress_height13.00_length22.00_velocity11000.00
13.0, 22.0, 10000,stress_height13.00_length22.00_velocity10000.00
13.0, 22.0, 11000,stress_height13.00_length22.00_velocity11000.00
13.0, 22.0, 12000,stress_height13.00_length22.00_velocity12000.00
13.0, 23.0, 10000,stress_height13.00_length23.00_velocity10000.00
13.0, 23.0, 11000,stress_height13.00_length23.00_velocity11000.00
13.0, 23.0, 12000,stress_height13.00_length23.00_velocity12000.00
13.0, 24.0, 10000,stress_height13.00_length24.00_velocity10000.00
13.0, 24.0, 11000,stress_height13.00_length24.00_velocity11000.00
13.0, 24.0, 12000,stress_height13.00_length24.00_velocity12000.00
13.0, 25.0, 10000,stress_height13.00_length25.00_velocity10000.00
13.0, 25.0, 11000,stress_height13.00_length25.00_velocity11000.00
13.0, 25.0, 12000,stress_height13.00_length25.00_velocity12000.00
14.0, 15.0, 10000,stress_height14.00_length15.00_velocity10000.00
14.0, 15.0, 11000,stress_height14.00_length15.00_velocity11000.00
14.0, 15.0, 12000,stress_height14.00_length15.00_velocity12000.00
14.0, 15.0, 10000,stress_height14.00_length15.00_velocity10000.00
14.0, 15.0, 11000,stress_height14.00_length15.00_velocity11000.00
14.0, 15.0, 12000,stress_height14.00_length15.00_velocity12000.00
14.0, 16.0, 10000,stress_height14.00_length16.00_velocity10000.00
14.0, 16.0, 11000,stress_height14.00_length16.00_velocity11000.00
14.0, 16.0, 12000,stress_height14.00_length16.00_velocity12000.00
14.0, 17.0, 10000,stress_height14.00_length17.00_velocity10000.00
14.0, 17.0, 11000,stress_height14.00_length17.00_velocity11000.00
14.0, 17.0, 12000,stress_height14.00_length17.00_velocity12000.00
14.0, 18.0, 10000,stress_height14.00_length18.00_velocity10000.00
14.0, 18.0, 11000,stress_height14.00_length18.00_velocity11000.00
14.0, 18.0, 12000,stress_height14.00_length18.00_velocity12000.00
14.0, 19.0, 10000,stress_height14.00_length19.00_velocity10000.00
14.0, 19.0, 11000,stress_height14.00_length19.00_velocity11000.00
14.0, 19.0, 12000,stress_height14.00_length19.00_velocity12000.00
14.0, 20.0, 10000,stress_height14.00_length20.00_velocity10000.00
14.0, 20.0, 11000,stress_height14.00_length20.00_velocity11000.00
14.0, 20.0, 12000,stress_height14.00_length20.00_velocity12000.00
14.0, 19.0, 10000,stress_height14.00_length19.00_velocity10000.00
14.0, 19.0, 11000,stress_height14.00_length19.00_velocity11000.00
14.0, 19.0, 12000,stress_height14.00_length19.00_velocity12000.00
14.0, 20.0, 10000,stress_height14.00_length20.00_velocity10000.00
14.0, 20.0, 11000,stress_height14.00_length20.00_velocity11000.00
14.0, 20.0, 12000,stress_height14.00_length20.00_velocity12000.00
14.0, 19.0, 10000,stress_height14.00_length19.00_velocity10000.00
14.0, 19.0, 11000,stress_height14.00_length19.00_velocity11000.00
14.0, 19.0, 10000,stress_height14.00_length19.00_velocity10000.00
14.0, 19.0, 11000,stress_height14.00_length19.00_velocity11000.00
14.0, 19.0, 12000,stress_height14.00_length19.00_velocity12000.00
14.0, 20.0, 10000,stress_height14.00_length20.00_velocity10000.00
14.0, 20.0, 11000,stress_height14.00_length20.00_velocity11000.00
14.0, 20.0, 12000,stress_height14.00_length20.00_velocity12000.00
14.0, 21.0, 10000,stress_height14.00_length21.00_velocity10000.00
14.0, 21.0, 11000,stress_height14.00_length21.00_velocity11000.00
14.0, 21.0, 12000,stress_height14.00_length21.00_velocity12000.00
14.0, 22.0, 10000,stress_height14.00_length22.00_velocity10000.00
14.0, 22.0, 11000,stress_height14.00_length22.00_velocity11000.00
14.0, 22.0, 12000,stress_height14.00_length22.00_velocity12000.00
14.0, 23.0, 10000,stress_height14.00_length23.00_velocity10000.00
14.0, 23.0, 11000,stress_height14.00_length23.00_velocity11000.00
14.0, 23.0, 12000,stress_height14.00_length23.00_velocity12000.00
14.0, 24.0, 10000,stress_height14.00_length24.00_velocity10000.00
14.0, 24.0, 11000,stress_height14.00_length24.00_velocity11000.00
14.0, 24.0, 12000,stress_height14.00_length24.00_velocity12000.00
14.0, 25.0, 10000,stress_height14.00_length25.00_velocity10000.00
14.0, 25.0, 11000,stress_height14.00_length25.00_velocity11000.00
14.0, 25.0, 12000,stress_height14.00_length25.00_velocity12000.00
15.0, 15.0, 10000,stress_height15.00_length15.00_velocity10000.00
15.0, 15.0, 10000,stress_height15.00_length15.00_velocity10000.00
15.0, 15.0, 11000,stress_height15.00_length15.00_velocity11000.00
15.0, 15.0, 10000,stress_height15.00_length15.00_velocity10000.00
15.0, 15.0, 11000,stress_height15.00_length15.00_velocity11000.00
15.0, 15.0, 12000,stress_height15.00_length15.00_velocity12000.00
15.0, 16.0, 10000,stress_height15.00_length16.00_velocity10000.00
15.0, 16.0, 11000,stress_height15.00_length16.00_velocity11000.00
15.0, 16.0, 12000,stress_height15.00_length16.00_velocity12000.00
15.0, 17.0, 10000,stress_height15.00_length17.00_velocity10000.00
15.0, 17.0, 11000,stress_height15.00_length17.00_velocity11000.00
15.0, 17.0, 12000,stress_height15.00_length17.00_velocity12000.00
15.0, 18.0, 10000,stress_height15.00_length18.00_velocity10000.00
15.0, 18.0, 11000,stress_height15.00_length18.00_velocity11000.00
15.0, 18.0, 12000,stress_height15.00_length18.00_velocity12000.00
15.0, 19.0, 10000,stress_height15.00_length19.00_velocity10000.00
15.0, 19.0, 11000,stress_height15.00_length19.00_velocity11000.00
15.0, 19.0, 12000,stress_height15.00_length19.00_velocity12000.00
15.0, 20.0, 10000,stress_height15.00_length20.00_velocity10000.00
15.0, 20.0, 11000,stress_height15.00_length20.00_velocity11000.00
15.0, 20.0, 12000,stress_height15.00_length20.00_velocity12000.00
15.0, 21.0, 10000,stress_height15.00_length21.00_velocity10000.00
15.0, 21.0, 11000,stress_height15.00_length21.00_velocity11000.00
15.0, 21.0, 12000,stress_height15.00_length21.00_velocity12000.00
15.0, 22.0, 10000,stress_height15.00_length22.00_velocity10000.00
15.0, 22.0, 11000,stress_height15.00_length22.00_velocity11000.00
15.0, 22.0, 12000,stress_height15.00_length22.00_velocity12000.00
15.0, 23.0, 10000,stress_height15.00_length23.00_velocity10000.00
15.0, 22.0, 10000,stress_height15.00_length22.00_velocity10000.00
15.0, 22.0, 11000,stress_height15.00_length22.00_velocity11000.00
15.0, 22.0, 12000,stress_height15.00_length22.00_velocity12000.00
15.0, 23.0, 10000,stress_height15.00_length23.00_velocity10000.00
15.0, 23.0, 11000,stress_height15.00_length23.00_velocity11000.00
15.0, 23.0, 12000,stress_height15.00_length23.00_velocity12000.00
15.0, 24.0, 10000,stress_height15.00_length24.00_velocity10000.00
15.0, 24.0, 11000,stress_height15.00_length24.00_velocity11000.00
15.0, 24.0, 12000,stress_height15.00_length24.00_velocity12000.00
15.0, 25.0, 10000,stress_height15.00_length25.00_velocity10000.00
15.0, 25.0, 11000,stress_height15.00_length25.00_velocity11000.00
15.0, 25.0, 12000,stress_height15.00_length25.00_velocity12000.00
