x,y,stress_shear_1,stress_shear_10,stress_shear_20,stress_shear_30,stress_shear_40,stress_shear_50,stress_shear_60,stress_shear_70,stress_shear_80,stress_shear_90,stress_shear_100,stress_shear_1000,stress_shear_10000
2.374999999999998934e+01,3.416666666666665186e+00,7.324518934863670576e-06,7.324518934863595359e-05,1.464903786972732082e-04,2.197355680459133495e-04,2.929807573945424049e-04,3.662259467431800797e-04,4.394711360918252354e-04,5.127163254404188374e-04,5.859615147890838340e-04,6.592067041377066552e-04,7.324518934863569067e-04,7.324518934863394511e-03,7.324518934863666342e-02
2.374999999999998934e+01,3.708333333333331705e+00,1.277669219734554833e-05,1.277669219734541212e-04,2.555338439469100314e-04,3.833007659203714439e-04,5.110676878938135576e-04,6.388346098672711753e-04,7.666015318407406109e-04,8.943684538141277555e-04,1.022135375787628199e-03,1.149902297761059471e-03,1.277669219734536496e-03,1.277669219734513598e-02,1.277669219734552386e-01
2.374999999999998934e+01,3.270833333333331705e+00,5.553770911030485691e-06,5.553770911030428940e-05,1.110754182206093784e-04,1.666131273309170763e-04,2.221508364412159921e-04,2.776885455515215487e-04,3.332262546618326889e-04,3.887639637721082130e-04,4.443016728824324179e-04,4.998393819927272408e-04,5.553770911030404952e-04,5.553770911030307157e-03,5.553770911030469354e-02
2.374999999999998934e+01,3.999999999999996447e+00,2.291006689988568532e-05,2.291006689988535870e-04,4.582013379977093424e-04,6.873020069965761567e-04,9.164026759954118544e-04,1.145503344994269887e-03,1.374604013993150145e-03,1.603704682991912225e-03,1.832805351990827612e-03,2.061906020989649323e-03,2.291006689988527630e-03,2.291006689988517309e-02,2.291006689988555056e-01
2.374999999999998934e+01,2.833333333333331705e+00,2.453609537252973034e-06,2.453609537252928141e-05,4.907219074505829855e-05,7.360828611758921981e-05,9.814438149011812853e-05,1.226804768626481757e-04,1.472165722351795780e-04,1.717526676077209551e-04,1.962887629802375581e-04,2.208248583527698549e-04,2.453609537252955382e-04,2.453609537253133733e-03,2.453609537252956357e-02
2.374999999999998934e+01,2.249999999999998668e+00,8.589931205499302975e-07,8.589931205498763626e-06,1.717986241099592467e-05,2.576979361649583687e-05,3.435972482199884244e-05,4.294965602749826675e-05,5.153958723299607153e-05,6.012951843855735636e-05,6.871944964400085616e-05,7.730938084951774968e-05,8.589931205499769901e-05,8.589931205505550596e-04,8.589931205499098943e-03
2.376069392328272656e+01,2.086842259724932980e+00,6.019006730403937465e-07,6.019006730403428186e-06,1.203801346080508269e-05,1.805702019120957813e-05,2.407602692161764637e-05,3.009503365202175049e-05,3.611404038242376413e-05,4.213304711289429935e-05,4.815205384323872830e-05,5.417106057366145698e-05,6.019006730404468682e-05,6.019006730410591307e-04,6.019006730403738716e-03
2.379259271713865331e+01,1.926476193621845523e+00,4.607693553754808171e-07,4.607693553754302916e-06,9.215387107506852474e-06,1.382308066126208628e-05,1.843077421502127403e-05,2.303846776877614531e-05,2.764616132252889562e-05,3.225385487635151597e-05,3.686154843004593620e-05,4.146924198382003851e-05,4.607693553755375429e-05,4.607693553761567579e-04,4.607693553754630203e-03
2.384515058436088353e+01,1.771645709543634428e+00,3.653877290985571395e-07,3.653877290985080963e-06,7.307754581968384004e-06,1.096163187295437129e-05,1.461550916394435234e-05,1.826938645493001860e-05,2.192326374591347242e-05,2.557714103696692164e-05,2.923101832789212331e-05,3.288489561889705788e-05,3.653877290986154832e-05,3.653877290992319470e-04,3.653877290985383178e-03
2.391746824526944337e+01,1.624999999999996003e+00,2.976691194510749272e-07,2.976691194510287639e-06,5.953382389018824461e-06,8.930073583529939227e-06,1.190676477804509773e-05,1.488345597255589571e-05,1.786014716706452358e-05,2.083683836164214399e-05,2.381352955609351922e-05,2.679022075062343473e-05,2.976691194511324831e-05,2.976691194517398125e-04,2.976691194510570036e-03
2.400830832463594788e+01,1.489048213739095239e+00,2.463571578353273762e-07,2.463571578352813400e-06,4.927143156703919181e-06,7.390714735057543191e-06,9.854286313415119456e-06,1.231785789176846564e-05,1.478142947011962648e-05,1.724500104853813660e-05,1.970857262683347797e-05,2.217214420520545887e-05,2.463571578353838818e-05,2.463571578359741079e-04,2.463571578353093618e-03
2.411611652351680490e+01,1.366116523516812897e+00,2.066288126912241978e-07,2.066288126911812691e-06,4.132576253821988067e-06,6.198864380734550382e-06,8.265152507650935356e-06,1.033144063456326389e-05,1.239772876147345112e-05,1.446401688844813653e-05,1.653030501530498102e-05,1.859659314223513959e-05,2.066288126912788642e-05,2.066288126918438216e-04,2.066288126912077094e-03
2.423904821373908902e+01,1.258308324635954101e+00,1.749151502720254414e-07,1.749151502719850697e-06,3.498303005438173347e-06,5.247454508158716917e-06,6.996606010882845977e-06,8.745757513603163389e-06,1.049490901632147757e-05,1.224406051910011574e-05,1.399321202176860914e-05,1.574236352450563258e-05,1.749151502720764815e-05,1.749151502726037832e-04,1.749151502720093423e-03
2.437499999999998934e+01,1.167468245269450478e+00,1.497240153336095372e-07,1.497240153335738771e-06,2.994480306670089679e-06,4.491720460006466902e-06,5.988960613346030662e-06,7.486200766682179186e-06,8.983440920016570963e-06,1.048068107340508391e-05,1.197792122669474473e-05,1.347516138004587980e-05,1.497240153336561537e-05,1.497240153341296959e-04,1.497240153335952818e-03
2.452164570954362333e+01,1.095150584360890411e+00,1.302118625028532362e-07,1.302118625028233624e-06,2.604237250055320366e-06,3.906355875084093126e-06,5.208474500115531499e-06,6.510593125144128924e-06,7.812711750171201690e-06,9.114830375243710149e-06,1.041694900023327375e-05,1.171906762527445894e-05,1.302118625028927768e-05,1.302118625032900928e-04,1.302118625028417589e-03
2.467647619362183420e+01,1.042592717138663749e+00,1.160643154259547017e-07,1.160643154259320621e-06,2.321286308517804797e-06,3.481929462777522464e-06,4.642572617039201860e-06,5.803215771298794590e-06,6.963858925557273472e-06,8.124502079849110206e-06,9.285145234080038494e-06,1.044578838834886981e-05,1.160643154259837523e-05,1.160643154262755179e-04,1.160643154259463541e-03
2.483684225972491788e+01,1.010693923282735884e+00,1.073938134543473333e-07,1.073938134543346278e-06,2.147876269086233042e-06,3.221814403629826230e-06,4.295752538174414259e-06,5.369690672717930367e-06,6.443628807260860329e-06,7.517566941821648287e-06,8.591505076349702656e-06,9.665443210898164590e-06,1.073938134543625376e-05,1.073938134545207091e-04,1.073938134543425422e-03
2.499999999999998934e+01,9.999999999999991118e-01,1.046021501725408371e-07,1.046021501725389895e-06,2.092043003450782754e-06,3.138064505176246341e-06,4.184086006901593461e-06,5.230107508627012578e-06,6.276129010352529104e-06,7.322150512078142192e-06,8.368172013803237743e-06,9.414193515528713612e-06,1.046021501725403363e-05,1.046021501725459741e-04,1.046021501725402604e-03
2.516315774027505014e+01,1.010693923282736550e+00,1.076841518844402169e-07,1.076841518844489784e-06,2.153683037689422143e-06,3.230524556533827647e-06,4.307366075376988437e-06,5.384207594221404529e-06,6.461049113066536364e-06,7.537890631894054997e-06,8.614732150753202686e-06,9.691573669592761891e-06,1.076841518844234150e-05,1.076841518842766479e-04,1.076841518844434686e-03
2.532352380637813738e+01,1.042592717138664415e+00,1.165639431617825277e-07,1.165639431618007627e-06,2.331278863236854241e-06,3.496918294854616441e-06,4.662557726470169578e-06,5.828197158088022410e-06,6.993836589707106829e-06,8.159476021293167973e-06,9.325115452938824662e-06,1.049075488454750836e-05,1.165639431617516221e-05,1.165639431614711526e-04,1.165639431617897671e-03
2.547835429045634825e+01,1.095150584360891743e+00,1.306065031120842401e-07,1.306065031121100693e-06,2.612130062243350387e-06,3.918195093364098714e-06,5.224260124481861674e-06,6.530325155602707834e-06,7.836390186725285329e-06,9.142455217802485576e-06,1.044852024896164812e-05,1.175458528006994972e-05,1.306065031120426370e-05,1.306065031116579011e-04,1.306065031120944931e-03
2.562499999999999289e+01,1.167468245269452698e+00,1.499485914983304604e-07,1.499485914983618218e-06,2.998971829968612441e-06,4.498457744951806083e-06,5.997943659931416777e-06,7.497429574914680723e-06,8.996915489900085121e-06,1.049640140483106003e-05,1.199588731986031109e-05,1.349537323482861305e-05,1.499485914982805193e-05,1.499485914978184798e-04,1.499485914983425018e-03
2.576095178626089321e+01,1.258308324635956987e+00,1.747384448878708494e-07,1.747384448879055990e-06,3.494768897759655697e-06,5.242153346638237136e-06,6.989537795512812957e-06,8.736922244391491805e-06,1.048430669327252541e-05,1.223169114209257772e-05,1.397907559102281376e-05,1.572646003988466037e-05,1.747384448878145556e-05,1.747384448872965645e-04,1.747384448878842780e-03
2.588388347648316667e+01,1.366116523516816006e+00,2.059502856323808119e-07,2.059502856324175307e-06,4.119005712650021811e-06,6.178508568973688052e-06,8.238011425293023413e-06,1.029751428161677690e-05,1.235701713794314094e-05,1.441651999420382096e-05,1.647602285058301106e-05,1.853552570688865667e-05,2.059502856323194443e-05,2.059502856317631063e-04,2.059502856323951799e-03
2.599169167536402725e+01,1.489048213739099458e+00,2.453376688906251898e-07,2.453376688906645663e-06,4.906753377815035366e-06,7.360130066721152481e-06,9.813506755622708323e-06,1.226688344452896859e-05,1.472026013343786651e-05,1.717363682227793453e-05,1.962701351124225891e-05,2.208039020012944229e-05,2.453376688905619228e-05,2.453376688899783849e-04,2.453376688906403879e-03
2.608253175473053886e+01,1.625000000000000000e+00,2.958016527956885618e-07,2.958016527957267736e-06,5.916033055916333723e-06,8.874049583873113144e-06,1.183206611182511699e-05,1.479008263978194724e-05,1.774809916774161843e-05,2.070611569563030995e-05,2.366413222364687296e-05,2.662214875158412997e-05,2.958016527956205133e-05,2.958016527950220811e-04,2.958016527957035239e-03
2.615484941563909871e+01,1.771645709543637759e+00,3.621449052512710970e-07,3.621449052513101029e-06,7.242898105028041813e-06,1.086434715754064098e-05,1.448579621004836207e-05,1.810724526256107220e-05,2.172869431507664699e-05,2.535014336752002069e-05,2.897159242009344105e-05,3.259304147258615272e-05,3.621449052512031480e-05,3.621449052505949784e-04,3.621449052512865259e-03
2.620740728286131827e+01,1.926476193621848187e+00,4.558796716726668219e-07,4.558796716727042079e-06,9.117593433455917137e-06,1.367639015018255772e-05,1.823518686690412289e-05,2.279398358363078888e-05,2.735278030036042627e-05,3.191157701701757458e-05,3.647037373380501349e-05,4.102917045051159126e-05,4.558796716725974139e-05,4.558796716719902336e-04,4.558796716726823232e-03
2.623930607671724502e+01,2.086842259724933868e+00,5.925834155037885450e-07,5.925834155038257509e-06,1.185166831007833106e-05,1.777750246511621587e-05,2.370333662014904221e-05,2.962917077518693380e-05,3.555500493022785099e-05,4.148083908519698383e-05,4.740667324029485891e-05,5.333250739531280118e-05,5.925834155037201090e-05,5.925834155031228356e-04,5.925834155038034977e-03
2.624999999999998224e+01,2.541666666666664298e+00,1.453405960385818159e-06,1.453405960385817693e-05,2.906811920771757359e-05,4.360217881157625705e-05,5.813623841543033604e-05,7.267029801928887381e-05,8.720435762314968163e-05,1.017384172269658339e-04,1.162724768308589780e-04,1.308065364347053253e-04,1.453405960385759587e-04,1.453405960385436820e-03,1.453405960385823446e-02
2.624999999999998224e+01,2.687499999999997780e+00,1.885359060676426450e-06,1.885359060676422978e-05,3.770718121352927270e-05,5.656077182029427497e-05,7.541436242705522504e-05,9.426795303381984106e-05,1.131215436405866932e-04,1.319751342473202604e-04,1.508287248541096911e-04,1.696823154608639937e-04,1.885359060676381642e-04,1.885359060676161875e-03,1.885359060676427070e-02
2.624999999999998224e+01,3.708333333333330817e+00,1.280130293080893508e-05,1.280130293080872976e-04,2.560260586161742158e-04,3.840390879242693467e-04,5.120521172323523346e-04,6.400651465404435083e-04,7.680781758485434639e-04,8.960912051566627184e-04,1.024104234464709657e-03,1.152117263772804842e-03,1.280130293080883330e-03,1.280130293080948556e-02,1.280130293080886106e-01
2.624999999999998224e+01,3.854166666666664742e+00,1.693310903739773130e-05,1.693310903739746567e-04,3.386621807479486086e-04,5.079932711219345681e-04,6.773243614959031803e-04,8.466554518698830682e-04,1.015986542243873473e-03,1.185317632617883610e-03,1.354648722991812866e-03,1.523979813365793079e-03,1.693310903739760932e-03,1.693310903739838821e-02,1.693310903739765061e-01
2.624999999999998224e+01,3.124999999999997780e+00,4.222786766021768003e-06,4.222786766021700410e-05,8.445573532043399465e-05,1.266836029806537364e-04,1.689114706408688024e-04,2.111393383010870669e-04,2.533672059613084485e-04,2.955950736215298843e-04,3.378229412817388517e-04,3.800508089419569807e-04,4.222786766021720739e-04,4.222786766021892693e-03,4.222786766021752181e-02
2.624999999999998224e+01,3.270833333333331261e+00,5.561486107652297246e-06,5.561486107652206275e-05,1.112297221530438816e-04,1.668445832295693799e-04,2.224594443060896876e-04,2.780743053826133563e-04,3.336891664591409281e-04,3.893040275356766315e-04,4.449188886121817604e-04,5.005337496887071096e-04,5.561486107652256284e-04,5.561486107652535357e-03,5.561486107652267169e-02
2.624999999999998934e+01,3.562499999999998668e+00,9.678557610703902311e-06,9.678557610703737647e-05,1.935711522140741837e-04,2.903567283211179570e-04,3.871423044281519996e-04,4.839278805351931436e-04,5.807134566422394919e-04,6.774990327493047053e-04,7.742846088563084444e-04,8.710701849633526242e-04,9.678557610703826010e-04,9.678557610704357703e-03,9.678557610703852898e-02
2.624999999999998934e+01,3.999999999999996447e+00,2.301564505824810791e-05,2.301564505824772776e-04,4.603129011649547179e-04,6.904693517474463612e-04,9.206258023299135557e-04,1.150782252912398640e-03,1.380938703494899878e-03,1.611095154077407622e-03,1.841251604659834701e-03,2.071408055242322712e-03,2.301564505824789473e-03,2.301564505824887225e-02,2.301564505824800488e-01
2.624999999999998934e+01,2.979166666666665186e+00,3.214295378841486832e-06,3.214295378841441686e-05,6.428590757682905055e-05,9.642886136524543930e-05,1.285718151536576403e-04,1.607147689420730804e-04,1.928577227304909328e-04,2.250006765188988648e-04,2.571436303073159854e-04,2.892865840957279289e-04,3.214295378841447513e-04,3.214295378841482316e-03,3.214295378841468265e-02
2.624999999999998934e+01,2.395833333333332149e+00,1.124563562651235945e-06,1.124563562651255807e-05,2.249127125302652900e-05,3.373690687953921413e-05,4.498254250604721008e-05,5.622817813255952252e-05,6.747381375907490460e-05,7.871944938553316956e-05,8.996508501209196716e-05,1.012107206385883418e-04,1.124563562651173103e-04,1.124563562650723403e-03,1.124563562651243083e-02
2.624999999999998934e+01,2.249999999999998668e+00,8.505689212085508167e-07,8.505689212085769689e-06,1.701137842417327410e-05,2.551706763625888116e-05,3.402275684833938569e-05,4.252844606042492160e-05,5.103413527251353393e-05,5.953982448453449205e-05,6.804551369667587114e-05,7.655120290874252160e-05,8.505689212084790519e-05,8.505689212079291716e-04,8.505689212085618470e-03
2.624999999999998934e+01,2.833333333333332149e+00,2.455951954306948924e-06,2.455951954306924783e-05,4.911903908613901744e-05,7.367855862920965780e-05,9.823807817227625950e-05,1.227975977153460325e-04,1.473571172584184482e-04,1.719166368014694239e-04,1.964761563445523022e-04,2.210356758876156919e-04,2.455951954306910892e-04,2.455951954306814615e-03,2.455951954306941076e-02
2.624999999999998934e+01,3.416666666666665630e+00,7.334803677928923410e-06,7.334803677928815498e-05,1.466960735585758763e-04,2.200441103378685307e-04,2.933921471171545715e-04,3.667401838964447322e-04,4.400882206757392840e-04,5.134362574550497193e-04,5.867842942343121787e-04,6.601323310136054294e-04,7.334803677928866455e-04,7.334803677929277801e-03,7.334803677928886101e-02
2.626069392328272656e+01,4.163157740275061691e+00,3.480956149685638046e-05,3.480956149685589121e-04,6.961912299371177159e-04,1.044286844905697445e-03,1.392382459874241070e-03,1.740478074842808547e-03,2.088573689811403997e-03,2.436669304779987087e-03,2.784764919748488644e-03,3.132860534717051351e-03,3.480956149685607553e-03,3.480956149685728723e-02,3.480956149685622281e-01
2.629259271713864621e+01,4.323523806378147150e+00,4.938129499641592644e-05,4.938129499641523120e-04,9.876258999283050576e-04,1.481438849892484800e-03,1.975251799856617054e-03,2.469064749820779666e-03,2.962877699784983478e-03,3.456690649749149125e-03,3.950503599713240180e-03,4.444316549677389781e-03,4.938129499641549791e-03,4.938129499641699671e-02,4.938129499641579767e-01
2.634515058436087287e+01,4.478354290456358022e+00,6.680801049754020286e-05,6.680801049753932195e-04,1.336160209950787740e-03,2.004240314926221400e-03,2.672320419901580250e-03,3.340400524876990275e-03,4.008480629852454943e-03,4.676560734827840682e-03,5.344640839803173511e-03,6.012720944778559250e-03,6.680801049753958866e-03,6.680801049754143961e-02,6.680801049753997134e-01
2.641746824526943982e+01,4.624999999999996447e+00,8.690216205371720888e-05,8.690216205371596205e-04,1.738043241074320976e-03,2.607064861611536975e-03,3.476086482148648456e-03,4.345108102685835832e-03,5.214129723223090429e-03,6.083151343760207115e-03,6.952172964297316862e-03,7.821194584834448293e-03,8.690216205371638705e-03,8.690216205371847913e-02,8.690216205371683600e-01
2.650830832463594433e+01,4.760951786260897656e+00,1.091027997012624181e-04,1.091027997012609030e-03,2.182055994025220661e-03,3.273083991037890189e-03,4.364111988050446526e-03,5.455139985063086130e-03,6.546167982075802062e-03,7.637195979088331511e-03,8.728223976100908665e-03,9.819251973113488421e-03,1.091027997012611675e-02,1.091027997012637557e-01,1.091027997012619322e+00
2.661611652351679780e+01,4.883883476483179109e+00,1.293883148415963993e-04,1.293883148415946429e-03,2.587766296831895893e-03,3.881649445247924071e-03,5.175532593663792653e-03,6.469415742079771825e-03,7.763298890495852478e-03,9.057182038911705882e-03,1.035106518732761133e-02,1.164494833574350116e-02,1.293883148415948120e-02,1.293883148415976292e-01,1.293883148415957640e+00
2.673904821373907836e+01,4.991691675364038794e+00,1.489050074986323420e-04,1.489050074986303634e-03,2.978100149972614640e-03,4.467150224959012816e-03,5.956200299945224076e-03,7.445250374931571512e-03,8.934300449918030837e-03,1.042335052490417184e-02,1.191240059989049326e-02,1.340145067487676610e-02,1.489050074986306149e-02,1.489050074986334460e-01,1.489050074986315586e+00
2.687499999999998579e+01,5.082531754730544193e+00,1.658606612490380432e-04,1.658606612490352676e-03,3.317213224980710556e-03,4.975819837471166449e-03,6.634426449961420245e-03,8.293033062451828433e-03,9.951639674942322489e-03,1.161024628743253032e-02,1.326885289992285610e-02,1.492745951241303617e-02,1.658606612490360829e-02,1.658606612490388377e-01,1.658606612490368004e+00
2.702164570954361977e+01,5.154849415639104038e+00,1.800412747795157435e-04,1.800412747795137811e-03,3.600825495590286463e-03,5.401238243385521852e-03,7.201650991180558181e-03,9.002063738975744564e-03,1.080247648677106279e-02,1.260288923456595080e-02,1.440330198236114585e-02,1.620371473015615529e-02,1.800412747795142668e-02,1.800412747795172852e-01,1.800412747795164581e+00
2.717647619362183065e+01,5.207407282861331588e+00,1.900179857997125925e-04,1.900179857997103157e-03,3.800359715994212819e-03,5.700539573991419626e-03,7.600719431988411760e-03,9.500899289985561755e-03,1.140107914798286527e-02,1.330125900597970041e-02,1.520143886397686515e-02,1.710161872197383387e-02,1.900179857997107147e-02,1.900179857997137123e-01,1.900179857997115418e+00
2.733684225972491078e+01,5.239306076717259231e+00,1.968435335939064856e-04,1.968435335939034553e-03,3.936870671878079514e-03,5.905306007817253712e-03,7.873741343756145150e-03,9.842176679695276847e-03,1.181061201563451263e-02,1.377904735157325575e-02,1.574748268751231806e-02,1.771591802345127975e-02,1.968435335939047737e-02,1.968435335939075770e-01,1.968435335939055175e+00
2.749999999999998224e+01,5.249999999999997335e+00,1.980407608313860331e-04,1.980407608313837237e-03,3.960815216627681414e-03,5.941222824941625770e-03,7.921628687025535423e-03,9.902038041569223917e-03,1.188244564988327062e-02,1.386285325819684201e-02,1.584326086651074994e-02,1.782366847482447919e-02,1.980407608313839579e-02,1.980407608313870249e-01,1.980407608313849988e+00
2.766315774027504304e+01,5.239306076717261007e+00,2.014221049097497348e-04,2.014221049097470947e-03,4.028442098194950569e-03,6.042663147292536008e-03,8.056884196389883790e-03,1.007110524548740851e-02,1.208532629458509283e-02,1.409954734368227061e-02,1.611376839277980574e-02,1.812798944187717434e-02,2.014221049097474070e-02,2.014221049097504324e-01,2.014221049097483895e+00
2.782352380637813027e+01,5.207407282861334252e+00,1.926599578686414736e-04,1.926599578686392185e-03,3.853199157372795211e-03,5.779798736059290828e-03,7.706398314745574810e-03,9.632997893431985426e-03,1.155959747211858686e-02,1.348619705080470951e-02,1.541279662949117911e-02,1.733939620817741625e-02,1.926599578686392228e-02,1.926599578686421232e-01,1.926599578686404968e+00
2.797835429045634470e+01,5.154849415639108479e+00,1.822472151398998375e-04,1.822472151398985040e-03,3.644944302797968778e-03,5.467416454197063756e-03,7.289888605595937557e-03,9.112360756994933655e-03,1.093483290839410496e-02,1.275730505979279748e-02,1.457977721119193236e-02,1.640224936259073243e-02,1.822472151398980486e-02,1.822472151399014140e-01,1.822472151398989437e+00
2.812499999999998224e+01,5.082531754730549522e+00,1.677099853001090698e-04,1.677099853001069122e-03,3.354199706002152989e-03,5.031299559003304944e-03,6.708399412004287764e-03,8.385499265005385075e-03,1.006259911800662377e-02,1.173969897100745306e-02,1.341679882400860155e-02,1.509389867700954707e-02,1.677099853001069382e-02,1.677099853001094154e-01,1.677099853001080776e+00
2.826095178626088256e+01,4.991691675364045899e+00,1.502864205802866254e-04,1.502864205802851780e-03,3.005728411605709197e-03,4.508592617408623861e-03,6.011456823211408854e-03,7.514321029014270174e-03,9.017185234817273742e-03,1.052004944061990001e-02,1.202291364642284026e-02,1.352577785222557755e-02,1.502864205802848310e-02,1.502864205802868502e-01,1.502864205802856512e+00
2.838388347648316667e+01,4.883883476483185326e+00,1.307473264664328941e-04,1.307473264664315822e-03,2.614946529328646390e-03,3.922419793993002328e-03,5.229893058657267627e-03,6.537366323321591906e-03,7.844839587986016799e-03,9.152312852650152861e-03,1.045978611731455087e-02,1.176725938197876672e-02,1.307473264664311442e-02,1.307473264664328061e-01,1.307473264664322121e+00
2.849169167536403080e+01,4.760951786260902097e+00,1.105506889556372136e-04,1.105506889556372380e-03,2.211013779112762541e-03,3.316520668669147714e-03,4.422027558225494724e-03,5.527534447781862550e-03,6.633041337338304970e-03,7.738548226894543559e-03,8.844055116451031082e-03,9.949562006007280079e-03,1.105506889556363316e-02,1.105506889556375771e-01,1.105506889556366446e+00
2.858253175473053531e+01,4.625000000000000888e+00,8.744027366659717210e-05,8.744027366659763018e-04,1.748805473331966481e-03,2.623208209997954492e-03,3.497610946663904340e-03,4.372013683329799977e-03,5.246416419995911587e-03,6.120819156661666711e-03,6.995221893327832098e-03,7.869624629993665285e-03,8.744027366659572198e-03,8.744027366659684608e-02,8.744027366659731237e-01
2.865484941563909160e+01,4.478354290456362463e+00,6.639104703912976141e-05,6.639104703912863384e-04,1.327820940782586988e-03,1.991731411173898805e-03,2.655641881565163568e-03,3.319552351956399708e-03,3.983462822347812356e-03,4.647373292738947448e-03,5.311283763130326269e-03,5.975194233521412789e-03,6.639104703912790742e-03,6.639104703912869498e-02,6.639104703912872552e-01
2.870740728286132182e+01,4.323523806378150702e+00,4.911849943747045172e-05,4.911849943747015898e-04,9.823699887494155396e-04,1.473554983124123743e-03,1.964739977498814599e-03,2.455924971873457967e-03,2.947109966248258762e-03,3.438294960622824935e-03,3.929479954997634403e-03,4.420664949372174989e-03,4.911849943746911598e-03,4.911849943746961905e-02,4.911849943746997571e-01
2.873930607671725213e+01,4.163157740275063468e+00,3.462513232438925383e-05,3.462513232438889604e-04,6.925026464877883292e-04,1.038753969731683741e-03,1.385005292975565816e-03,1.731256616219406476e-03,2.077507939463377890e-03,2.423759262707163038e-03,2.770010585951134235e-03,3.116261909194887290e-03,3.462513232438811216e-03,3.462513232438841487e-02,3.462513232438880761e-01
2.874999999999998579e+01,3.708333333333331705e+00,1.276163186335710824e-05,1.276163186335702862e-04,2.552326372671472944e-04,3.828489559007145718e-04,5.104652745342875414e-04,6.380815931678208291e-04,7.656979118014348900e-04,8.933142304349493126e-04,1.020930549068576167e-03,1.148546867702057413e-03,1.276163186335645345e-03,1.276163186335647730e-02,1.276163186335680655e-01
2.874999999999998579e+01,3.854166666666664742e+00,1.686495882441652763e-05,1.686495882441641718e-04,3.372991764883363666e-04,5.059487647324983428e-04,6.745983529766649269e-04,8.432479412207869503e-04,1.011897529465001890e-03,1.180547117709099952e-03,1.349196705953330071e-03,1.517846294197390403e-03,1.686495882441575202e-03,1.686495882441583008e-02,1.686495882441620964e-01
2.874999999999998579e+01,3.124999999999998224e+00,4.208940551886234355e-06,4.208940551886217245e-05,8.417881103772561883e-05,1.262682165565878116e-04,1.683576220754496114e-04,2.104470275943047433e-04,2.525364331131765990e-04,2.946258386320257136e-04,3.367152441509003069e-04,3.788046496697434042e-04,4.208940551886107876e-04,4.208940551886131837e-03,4.208940551886184572e-02
2.874999999999998579e+01,2.687499999999998668e+00,1.876776255012638283e-06,1.876776255012562516e-05,3.753552510024777409e-05,5.630328765038053126e-05,7.507105020049886855e-05,9.383881275064818691e-05,1.126065753007583249e-04,1.313743378509031167e-04,1.501421004009991737e-04,1.689098629511702032e-04,1.876776255012908173e-04,1.876776255013013015e-03,1.876776255012748904e-02
2.874999999999998579e+01,2.541666666666665630e+00,1.446704897366376405e-06,1.446704897366277726e-05,2.893409794732059430e-05,4.340114692099301757e-05,5.786819589464604039e-05,7.233524486834258039e-05,8.680229384198199648e-05,1.012693428156740099e-04,1.157363917892933683e-04,1.302034407630235863e-04,1.446704897366778695e-04,1.446704897366919750e-03,1.446704897366537200e-02
2.874999999999998579e+01,3.270833333333331705e+00,5.544481838395092164e-06,5.544481838395082338e-05,1.108896367679046690e-04,1.663344551518537847e-04,2.217792735358057872e-04,2.772240919197401714e-04,3.326689103037101716e-04,3.881137286876368037e-04,4.435585470716123333e-04,4.990033654555240577e-04,5.544481838394821858e-04,5.544481838394842675e-03,5.544481838394998974e-02
2.874999999999998934e+01,3.416666666666665186e+00,7.314230486081434640e-06,7.314230486081389239e-05,1.462846097216322029e-04,2.194269145824433848e-04,2.925692194432598522e-04,3.657115243040498921e-04,4.388538291648906185e-04,5.119961340256697080e-04,5.851384388865200296e-04,6.582807437472765677e-04,7.314230486081011937e-04,7.314230486081014539e-03,7.314230486081231553e-02
2.874999999999998934e+01,2.979166666666665186e+00,3.202271186933418140e-06,3.202271186933364861e-05,6.404542373866713460e-05,9.606813560800318201e-05,1.280908474773343234e-04,1.601135593466706554e-04,1.921362712160059574e-04,2.241589830853373292e-04,2.561816949546695684e-04,2.882044068240052770e-04,3.202271186933397388e-04,3.202271186933449212e-03,3.202271186933411395e-02
2.874999999999998934e+01,2.833333333333331705e+00,2.445686569873412967e-06,2.445686569873354861e-05,4.891373139746538282e-05,7.337059709620351896e-05,9.782746279493241906e-05,1.222843284936790188e-04,1.467411941924056556e-04,1.711980598911475796e-04,1.956549255898655428e-04,2.201117912886233505e-04,2.445686569873548391e-04,2.445686569873629056e-03,2.445686569873469982e-02
2.874999999999998934e+01,3.999999999999997335e+00,2.286696909948782619e-05,2.286696909948769067e-04,4.573393819897628664e-04,6.860090729846387431e-04,9.146787639795153245e-04,1.143348454974348321e-03,1.372018145969286377e-03,1.600687836964083269e-03,1.829357527959032600e-03,2.058027218953790462e-03,2.286696909948698377e-03,2.286696909948711387e-02,2.286696909948746914e-01
2.874999999999998934e+01,2.395833333333331705e+00,1.120178983802433254e-06,1.120178983802318820e-05,2.240357967603979664e-05,3.360536951407510080e-05,4.480715935208611883e-05,5.600894919015280386e-05,6.721073902814498388e-05,7.841252886620731855e-05,8.961431870417401304e-05,1.008161085422842830e-04,1.120178983802964191e-04,1.120178983803136064e-03,1.120178983802646612e-02
2.874999999999998934e+01,2.249999999999998668e+00,8.469172820640327294e-07,8.469172820638987500e-06,1.693834564127002983e-05,2.540751846192336607e-05,3.387669128254787947e-05,4.234586410323955242e-05,5.081503692384039633e-05,5.928420974452742754e-05,6.775338256509772406e-05,7.622255538584271942e-05,8.469172820646812729e-05,8.469172820648830429e-04,8.469172820642927382e-03
