x,y,stress_shear_10000
3.783333333333332149e+01,-1.596817844751088401e-17,1.564293048044922974e-01
3.799999999999998579e+01,-1.597012423885693023e-17,1.454261542218265035e-01
3.816666666666665719e+01,-1.241966101218143683e-17,1.338955526786662631e-01
3.833333333333334281e+01,2.921478738616008548e-18,1.220339493758243882e-01
3.850000000000000711e+01,2.912078988868150670e-18,1.102421560990319988e-01
3.866666666666665009e+01,-1.223228599966753201e-17,9.928823425877586484e-02
3.883333333333331439e+01,-1.215599523223778164e-17,9.055496184005663862e-02
3.900000000000000711e+01,2.919862771229342665e-18,8.620609155169435545e-02
3.916666666666667851e+01,2.924545250160841324e-18,8.877968159355263678e-02
3.933333333333332149e+01,-1.272032488153574420e-17,9.977411299175849291e-02
3.949999999999998579e+01,-1.306493542970001881e-17,1.192224127602083267e-01
3.966666666666667140e+01,3.761083617903781373e-18,1.448395269299529164e-01
3.983333333333333570e+01,3.941491262040881865e-18,1.775482895884822054e-01
3.999999999999998579e+01,-2.084959075033374196e-17,2.006441032578622219e-01
4.010286933589051017e+01,1.291124341764625927e-01,2.246361061279946170e-01
4.020595116574364880e+01,2.580552078053278131e-01,2.615963071715810551e-01
4.030956129319553582e+01,3.865736826441650287e-01,2.977419312552176400e-01
4.041399996941382255e+01,5.144195005979947943e-01,3.362661465276201578e-01
4.051954841025798260e+01,6.413503009071176431e-01,3.763443081260641754e-01
4.062649459102437532e+01,7.671051596882368928e-01,4.184111425297111220e-01
4.073518494784648425e+01,8.913548385201002233e-01,4.625361592034133440e-01
4.084597586211597076e+01,1.013734183139700873e+00,5.089910921743623362e-01
4.095927304969489313e+01,1.133795378653225772e+00,5.577238481521393787e-01
4.107552178252560537e+01,1.250999026900157407e+00,6.089741799343834083e-01
4.119519493172357016e+01,1.364700575598027932e+00,6.623821965397644895e-01
4.131885188259792585e+01,1.474051605392124653e+00,7.176248453937978944e-01
4.144704151639255940e+01,1.578044835770799237e+00,7.737824529735785051e-01
4.158038999166875982e+01,1.675323771854408728e+00,8.287447564820683565e-01
4.171943132984717550e+01,1.764258661629007685e+00,8.799501773923692483e-01
4.186462184905016670e+01,1.842726798773932417e+00,9.214373088733095463e-01
4.201607240087611217e+01,1.908260182003354233e+00,9.480750745694171977e-01
4.217339112535638179e+01,1.958016182500333491e+00,9.460884949527603727e-01
4.233537728773605124e+01,1.989308933104992905e+00,9.223947928683882136e-01
4.249999999999998579e+01,1.999962742343958988e+00,8.334946584494965505e-01
4.266462271226395586e+01,1.989308933104993349e+00,7.649127531136610258e-01
4.282660887464363952e+01,1.958016182500331714e+00,6.333471138631803221e-01
4.298392759912388783e+01,1.908260182003351124e+00,5.010288797546530448e-01
4.313537815094981198e+01,1.842726798773932417e+00,3.512181449038603853e-01
4.328056867015281739e+01,1.764258661629009461e+00,2.073541963166609381e-01
4.341961000833126860e+01,1.675323771854409616e+00,8.586622306349027400e-02
4.355295848360743349e+01,1.578044835770800347e+00,2.529689127654064992e-02
4.368114811740204573e+01,1.474051605392125763e+00,1.191083355760656493e-01
4.380480506827642273e+01,1.364700575598031485e+00,1.976230658340540625e-01
4.392447821747440173e+01,1.250999026900163624e+00,2.606199766536677065e-01
4.404072695030508555e+01,1.133795378653227548e+00,3.088783105830513742e-01
4.415402413788400793e+01,1.013734183139695766e+00,3.435240565175510241e-01
4.426481505215349443e+01,8.913548385200917856e-01,3.660065688123316785e-01
4.437350540897563889e+01,7.671051596882301205e-01,3.782012729757586733e-01
4.448045158974200319e+01,6.413503009071139793e-01,3.823912325414962621e-01
4.458600003058614192e+01,5.144195005979917967e-01,3.812655822737315292e-01
4.469043870680446418e+01,3.865736826441623086e-01,3.778186386257924023e-01
4.479404883425636541e+01,2.580552078053274245e-01,3.748231185932915377e-01
4.489713066410948983e+01,1.291124341764640637e-01,3.739438632420006847e-01
4.499999999999999289e+01,1.002408602215498924e-16,3.740247020743199813e-01
4.506021038898331454e+01,1.511035575752935345e-01,3.741003568045586092e-01
4.512043880696957387e+01,3.021999287284693470e-01,3.733031565464020041e-01
4.518078420879098900e+01,4.532496101415156020e-01,3.704639774835060129e-01
4.524134544724040552e+01,6.042128707218571426e-01,3.671772370186233703e-01
4.530222062539637307e+01,7.550497900573299725e-01,3.661229692527572799e-01
4.536350007282914731e+01,9.057229002583014887e-01,3.702084518899022014e-01
4.542526862301777868e+01,1.056196135127358326e+00,3.807718496589303503e-01
4.548761066049242885e+01,1.206432645501462231e+00,4.015874724245027116e-01
4.555061061365257302e+01,1.356394420680291812e+00,4.294438253045557707e-01
4.561437257763896724e+01,1.506033723565652460e+00,4.655503553538331563e-01
4.567902724171796791e+01,1.655289408429956310e+00,5.090867235251322898e-01
4.574470622741080206e+01,1.804097098463784743e+00,5.592920257295177500e-01
4.581154041542867361e+01,1.952389437430775532e+00,6.156474086247657462e-01
4.587969125716013252e+01,2.100081127343223386e+00,6.777985265872282783e-01
4.594936846153414223e+01,2.247058645521927911e+00,7.456606452039185040e-01
4.602078303018493699e+01,2.393199621641436181e+00,8.193666714471451451e-01
4.609414773071391380e+01,2.538371067191743435e+00,8.994232406829537618e-01
4.616977125034740226e+01,2.682378081404919623e+00,9.865465103740973518e-01
4.624803979568156365e+01,2.824963977904510593e+00,1.081737249687002800e+00
4.632933012902152115e+01,2.965848023984951620e+00,1.186965632134432624e+00
4.641412005222431247e+01,3.104651995973817247e+00,1.303959736765883504e+00
4.650315107706636297e+01,3.240771468028965874e+00,1.434664042360212388e+00
4.659716036351428414e+01,3.373497770970078413e+00,1.585088737799539516e+00
4.669709261912775844e+01,3.501814578749021134e+00,1.756738142278760240e+00
4.680440463056321221e+01,3.624011342281649561e+00,1.955471769148147132e+00
4.692047282803287089e+01,3.737897576197207083e+00,2.187316472815350465e+00
4.704740031785537724e+01,3.839465480523824858e+00,2.437274102092346961e+00
4.718688645300033357e+01,3.922821977756373091e+00,2.720337928966235719e+00
4.733898596326959307e+01,3.979620223208439445e+00,3.041593161565851577e+00
4.749999999999998579e+01,3.999547510663070238e+00,3.032430845556233212e+00
4.766101403673037851e+01,3.979620223208447438e+00,2.905175750170257754e+00
4.781311354699963800e+01,3.922821977756381973e+00,2.501911672616736304e+00
4.795259968214458723e+01,3.839465480523837737e+00,2.194530029994960607e+00
4.807952717196710068e+01,3.737897576197225291e+00,1.903025704800912932e+00
4.819559536943675937e+01,3.624011342281665993e+00,1.648435549002059020e+00
4.830290738087222024e+01,3.501814578749035345e+00,1.430664112812898514e+00
4.840283963648569454e+01,3.373497770970088627e+00,1.245549979176159283e+00
4.849684892293362992e+01,3.240771468028972979e+00,1.086568305372693777e+00
4.858587994777565910e+01,3.104651995973826573e+00,9.499783715020557739e-01
4.867066987097846464e+01,2.965848023984964499e+00,8.311475858189939503e-01
4.875196020431843635e+01,2.824963977904521695e+00,7.274846539538919465e-01
4.883022874965259774e+01,2.682378081404926728e+00,6.371438986806644555e-01
4.890585226928606488e+01,2.538371067191750097e+00,5.579215133743542498e-01
4.897921696981504880e+01,2.393199621641439290e+00,4.881803145449939429e-01
4.905063153846584356e+01,2.247058645521929687e+00,4.271761727993137470e-01
4.912030874283987458e+01,2.100081127343228271e+00,3.750875415386316081e-01
4.918845958457130507e+01,1.952389437430776864e+00,3.298620301569890612e-01
4.925529377258920505e+01,1.804097098463781856e+00,2.865849604247449056e-01
4.932097275828203209e+01,1.655289408429954312e+00,2.440025231064601174e-01
4.938562742236103986e+01,1.506033723565650906e+00,2.166107697037134294e-01
4.944938938634739856e+01,1.356394420680289370e+00,1.982050283447696626e-01
4.951238933950754983e+01,1.206432645501460676e+00,1.695452432987717695e-01
4.957473137698220711e+01,1.056196135127358771e+00,1.237208784594578115e-01
4.963649992717083848e+01,9.057229002583037092e-01,1.076358401993352115e-01
4.969777937460360562e+01,7.550497900573323040e-01,1.414555517952633679e-01
4.975865455275955185e+01,6.042128707218610284e-01,1.286017837601694802e-01
4.981921579120901100e+01,4.532496101415178225e-01,6.143497457796818356e-02
4.987956119303040481e+01,3.021999287284707902e-01,4.687704731953622195e-02
4.993978961101667124e+01,1.511035575752947280e-01,8.177269064164470469e-02
4.999999999999999289e+01,2.238438279118059086e-16,9.401250055011231566e-02
