x,y,z,shear_stress
-4.898989898989899,2.3737373737373737,0,3.749594825655854e-08
-4.898989898989899,2.474747474747475,0,5.530212132316313e-08
-4.898989898989899,2.5757575757575752,0,3.6224078069345276e-08
-4.898989898989899,2.6767676767676765,0,3.556491488203309e-08
-4.898989898989899,2.7777777777777777,0,3.489156376993678e-08
-4.898989898989899,2.878787878787879,0,5.1307487558215336e-08
-4.898989898989899,2.9797979797979792,0,5.025923622438431e-08
-4.898989898989899,3.0808080808080813,0,3.279600918791484e-08
-4.898989898989899,3.1818181818181817,0,3.207548184318024e-08
-4.898989898989899,3.282828282828282,0,3.1345495234467636e-08
-4.898989898989899,3.383838383838384,0,3.060695191897252e-08
-4.898989898989899,3.4848484848484844,0,2.9860735416896584e-08
-4.898989898989899,3.5858585858585865,0,2.910770858527048e-08
-4.898989898989899,3.686868686868687,0,2.8348712171792362e-08
-4.898989898989899,3.787878787878787,0,2.7584563545191908e-08
-4.898989898989899,3.8888888888888893,0,5.3632111195057684e-08
-4.898989898989899,3.9898989898989896,0,2.604395581287314e-08
-4.898989898989899,4.09090909090909,0,0.0
-4.898989898989899,4.191919191919192,0,2.4491919153976024e-08
-4.898989898989899,4.292929292929292,0,0.0
-4.898989898989899,4.3939393939393945,0,0.0
-4.898989898989899,4.494949494949495,0,2.2154578101383104e-08
-4.898989898989899,4.595959595959595,0,0.0
-4.898989898989899,4.696969696969697,0,2.0597530600633e-08
-4.898989898989899,4.797979797979798,0,0.0
-4.898989898989899,4.8989898989899,0,0.0
-4.898989898989899,5.0,0,1.82749745917744e-08
-4.797979797979798,-5.0,0,0.0
-4.797979797979798,-4.898989898989899,0,1.8258758127843097e-08
-4.797979797979798,-4.797979797979798,0,1.9046739214200373e-08
-4.797979797979798,-4.696969696969697,0,0.0
-4.797979797979798,-4.595959595959596,0,2.06302610860879e-08
-4.797979797979798,-4.494949494949495,0,0.0
-4.797979797979798,-4.393939393939394,0,0.0
-4.797979797979798,-4.292929292929293,0,2.3016112011246088e-08
-4.797979797979798,-4.191919191919192,0,0.0
-4.797979797979798,-4.090909090909091,0,2.4606544369064385e-08
-4.797979797979798,-3.9898989898989896,0,2.5399692174083753e-08
-4.797979797979798,-3.888888888888889,0,2.6190489489861072e-08
-4.797979797979798,-3.787878787878788,0,2.6978170582645648e-08
-4.797979797979798,-3.686868686868687,0,2.7761940708189793e-08
-4.797979797979798,-3.5858585858585856,0,5.708195366274469e-08
-4.797979797979798,-3.484848484848485,0,2.931442852086525e-08
-4.797979797979798,-3.383838383838384,0,3.0081419026851144e-08
-4.797979797979798,-3.282828282828283,0,3.0841046548950115e-08
-4.797979797979798,-3.1818181818181817,0,3.159238570050152e-08
-4.797979797979798,-3.080808080808081,0,3.233448917416498e-08
-4.797979797979798,-2.9797979797979797,0,3.306638961245523e-08
-4.797979797979798,-2.878787878787879,0,3.378710168530641e-08
-4.797979797979798,-2.7777777777777777,0,3.449562437508012e-08
-4.797979797979798,-2.676767676767677,0,3.519094346759275e-08
-4.797979797979798,-2.5757575757575757,0,3.587203424575613e-08
-4.797979797979798,-2.474747474747475,0,3.6537864380313064e-08
-4.797979797979798,-2.3737373737373737,0,3.718739700992781e-08
-4.797979797979798,-2.272727272727273,0,3.781959400058318e-08
-4.797979797979798,-2.1717171717171717,0,3.843341937186726e-08
-4.797979797979798,-2.070707070707071,0,5.8541764313002933e-08
-4.797979797979798,-1.9696969696969697,0,3.9601843707740575e-08
-4.797979797979798,-1.868686868686869,0,4.015441433957813e-08
-4.797979797979798,-1.7676767676767677,0,4.068456443711762e-08
-4.797979797979798,-1.6666666666666665,0,4.1191324853958036e-08
-4.797979797979798,-1.5656565656565657,0,5.20921895826983e-08
-4.797979797979798,-1.4646464646464645,0,4.213093022323063e-08
-4.797979797979798,-1.3636363636363638,0,5.320247398219395e-08
-4.797979797979798,-1.2626262626262625,0,4.296605451916177e-08
-4.797979797979798,-1.1616161616161618,0,4.3342353412298146e-08
-4.797979797979798,-1.0606060606060606,0,4.369011808887607e-08
-4.797979797979798,-0.9595959595959593,0,3.300647960978875e-08
-4.797979797979798,-0.858585858585859,0,3.8760103133481746e-08
-4.797979797979798,-0.7575757575757578,0,4.455538046817914e-08
-4.797979797979798,-0.6565656565656566,0,3.918464894136846e-08
-4.797979797979798,-0.5555555555555554,0,3.935575500434163e-08
-4.797979797979798,-0.45454545454545503,0,4.5141612326540906e-08
-4.797979797979798,-0.3535353535353538,0,4.527292436020295e-08
-4.797979797979798,-0.2525252525252526,0,4.253592975474291e-08
-4.797979797979798,-0.15151515151515138,0,4.401767553036459e-08
-4.797979797979798,-0.050505050505050164,0,4.369441192383288e-08
-4.797979797979798,0.050505050505050164,0,4.33391728025009e-08
-4.797979797979798,0.15151515151515138,0,4.401767553036459e-08
-4.797979797979798,0.2525252525252526,0,4.253592975474291e-08
-4.797979797979798,0.3535353535353538,0,4.244336658769027e-08
-4.797979797979798,0.45454545454545414,0,4.5141612326540906e-08
-4.797979797979798,0.5555555555555554,0,3.935575500434163e-08
-4.797979797979798,0.6565656565656566,0,3.918464894136846e-08
-4.797979797979798,0.7575757575757578,0,3.898595790965675e-08
-4.797979797979798,0.8585858585858581,0,3.876010313348175e-08
-4.797979797979798,0.9595959595959593,0,4.400863947971832e-08
-4.797979797979798,1.0606060606060606,0,4.369011808887607e-08
-4.797979797979798,1.1616161616161618,0,4.3342353412298146e-08
-4.797979797979798,1.262626262626262,0,4.296605451916177e-08
-4.797979797979798,1.3636363636363633,0,4.256197918575516e-08
-4.797979797979798,1.4646464646464645,0,4.213093022323063e-08
-4.797979797979798,1.5656565656565657,0,4.167375166615864e-08
-4.797979797979798,1.666666666666667,0,4.1191324853958036e-08
-4.797979797979798,1.7676767676767673,0,4.068456443711762e-08
-4.797979797979798,1.8686868686868685,0,4.015441433957814e-08
-4.797979797979798,1.9696969696969697,0,3.9601843707740575e-08
-4.797979797979798,2.070707070707071,0,3.9027842875335296e-08
-4.797979797979798,2.1717171717171713,0,3.8433419371867265e-08
-4.797979797979798,2.2727272727272725,0,3.781959400058318e-08
-4.797979797979798,2.3737373737373737,0,3.718739700992781e-08
-4.797979797979798,2.474747474747475,0,5.4806796570469606e-08
-4.797979797979798,2.5757575757575752,0,3.587203424575613e-08
-4.797979797979798,2.6767676767676765,0,3.519094346759276e-08
-4.797979797979798,2.7777777777777777,0,3.449562437508012e-08
-4.797979797979798,2.878787878787879,0,5.068065252795963e-08
-4.797979797979798,2.9797979797979792,0,4.959958441868284e-08
-4.797979797979798,3.0808080808080813,0,3.233448917416497e-08
-4.797979797979798,3.1818181818181817,0,3.159238570050152e-08
-4.797979797979798,3.282828282828282,0,3.084104654895012e-08
-4.797979797979798,3.383838383838384,0,3.0081419026851144e-08
-4.797979797979798,3.4848484848484844,0,2.9314428520865257e-08
-4.797979797979798,3.5858585858585865,0,2.8540976831372337e-08
-4.797979797979798,3.686868686868687,0,2.7761940708189793e-08
-4.797979797979798,3.787878787878787,0,2.697817058264565e-08
-4.797979797979798,3.8888888888888893,0,5.2380978979722145e-08
-4.797979797979798,3.9898989898989896,0,2.5399692174083753e-08
-4.797979797979798,4.09090909090909,0,0.0
-4.797979797979798,4.191919191919192,0,2.3811782244777363e-08
-4.797979797979798,4.292929292929292,0,0.0
-4.797979797979798,4.3939393939393945,0,0.0
-4.797979797979798,4.494949494949495,0,2.1424720902086514e-08
-4.797979797979798,4.595959595959595,0,0.0
-4.797979797979798,4.696969696969697,0,1.9837415430203e-08
-4.797979797979798,4.797979797979798,0,0.0
-4.797979797979798,4.8989898989899,0,0.0
-4.797979797979798,5.0,0,1.7473968697279975e-08
-4.696969696969697,-5.0,0,1.6642579522912604e-08
-4.696969696969697,-4.898989898989899,0,0.0
-4.696969696969697,-4.797979797979798,0,0.0
-4.696969696969697,-4.696969696969697,0,1.904673921420037e-08
-4.696969696969697,-4.595959595959596,0,0.0
-4.696969696969697,-4.494949494949495,0,2.0664402262766298e-08
-4.696969696969697,-4.393939393939394,0,2.147601814020357e-08
-4.696969696969697,-4.292929292929293,0,0.0
-4.696969696969697,-4.191919191919192,0,2.3101690808147578e-08
-4.696969696969697,-4.090909090909091,0,0.0
-4.696969696969697,-3.9898989898989896,0,0.0
-4.696969696969697,-3.888888888888889,0,0.0
-4.696969696969697,-3.787878787878788,0,0.0
-4.696969696969697,-3.686868686868687,0,0.0
-4.696969696969697,-3.5858585858585856,0,2.794668751215912e-08
-4.696969696969697,-3.484848484848485,0,0.0
-4.696969696969697,-3.383838383838384,0,0.0
-4.696969696969697,-3.282828282828283,0,0.0
-4.696969696969697,-3.1818181818181817,0,0.0
-4.696969696969697,-3.080808080808081,0,0.0
-4.696969696969697,-2.9797979797979797,0,0.0
-4.696969696969697,-2.878787878787879,0,0.0
-4.696969696969697,-2.7777777777777777,0,0.0
-4.696969696969697,-2.676767676767677,0,0.0
-4.696969696969697,-2.5757575757575757,0,0.0
-4.696969696969697,-2.474747474747475,0,0.0
-4.696969696969697,-2.3737373737373737,0,0.0
-4.696969696969697,-2.272727272727273,0,0.0
-4.696969696969697,-2.1717171717171717,0,0.0
-4.696969696969697,-2.070707070707071,0,1.9384121078298547e-08
-4.696969696969697,-1.9696969696969697,0,0.0
-4.696969696969697,-1.868686868686869,0,0.0
-4.696969696969697,-1.7676767676767677,0,0.0
-4.696969696969697,-1.6666666666666665,0,0.0
-4.696969696969697,-1.5656565656565657,0,1.0378925892320294e-08
-4.696969696969697,-1.4646464646464645,0,0.0
-4.696969696969697,-1.3636363636363638,0,1.060989451213549e-08
-4.696969696969697,-1.2626262626262625,0,0.0
-4.696969696969697,-1.1616161616161618,0,0.0
-4.696969696969697,-1.0606060606060606,0,0.0
-4.696969696969697,-0.9595959595959593,0,1.0986493723201224e-08
-4.696969696969697,-0.858585858585859,0,5.530845404817338e-09
-4.696969696969697,-0.7575757575757578,0,0.0
-4.696969696969697,-0.6565656565656566,0,5.594074909690055e-09
-4.696969696969697,-0.5555555555555554,0,5.619566790662455e-09
-4.696969696969697,-0.45454545454545503,0,0.0
-4.696969696969697,-0.3535353535353538,0,0.0
-4.696969696969697,-0.2525252525252526,0,2.8354489142118354e-09
-4.696969696969697,-0.15151515151515138,0,1.4198745898956885e-09
-4.696969696969697,-0.050505050505050164,0,1.7761885976831699e-09
-4.696969696969697,0.050505050505050164,0,2.1314263172198035e-09
-4.696969696969697,0.15151515151515138,0,1.4198745898956885e-09
-4.696969696969697,0.2525252525252526,0,2.8354489142118354e-09
-4.696969696969697,0.3535353535353538,0,2.8290107066913694e-09
-4.696969696969697,0.45454545454545414,0,0.0
-4.696969696969697,0.5555555555555554,0,5.619566790662455e-09
-4.696969696969697,0.6565656565656566,0,5.594074909690055e-09
-4.696969696969697,0.7575757575757578,0,5.564479316760206e-09
-4.696969696969697,0.8585858585858581,0,5.530845404817338e-09
-4.696969696969697,0.9595959595959593,0,0.0
-4.696969696969697,1.0606060606060606,0,0.0
-4.696969696969697,1.1616161616161618,0,0.0
-4.696969696969697,1.262626262626262,0,0.0
-4.696969696969697,1.3636363636363633,0,0.0
-4.696969696969697,1.4646464646464645,0,0.0
-4.696969696969697,1.5656565656565657,0,0.0
-4.696969696969697,1.666666666666667,0,0.0
-4.696969696969697,1.7676767676767673,0,0.0
-4.696969696969697,1.8686868686868685,0,0.0
-4.696969696969697,1.9696969696969697,0,0.0
-4.696969696969697,2.070707070707071,0,0.0
-4.696969696969697,2.1717171717171713,0,0.0
-4.696969696969697,2.2727272727272725,0,0.0
-4.696969696969697,2.3737373737373737,0,0.0
-4.696969696969697,2.474747474747475,0,1.8094508054766645e-08
-4.696969696969697,2.5757575757575752,0,0.0
-4.696969696969697,2.6767676767676765,0,0.0
-4.696969696969697,2.7777777777777777,0,0.0
-4.696969696969697,2.878787878787879,0,1.667337837492003e-08
-4.696969696969697,2.9797979797979792,0,1.63016502719103e-08
-4.696969696969697,3.0808080808080813,0,0.0
-4.696969696969697,3.1818181818181817,0,0.0
-4.696969696969697,3.282828282828282,0,0.0
-4.696969696969697,3.383838383838384,0,0.0
-4.696969696969697,3.4848484848484844,0,0.0
-4.696969696969697,3.5858585858585865,0,0.0
-4.696969696969697,3.686868686868687,0,0.0
-4.696969696969697,3.787878787878787,0,0.0
-4.696969696969697,3.8888888888888893,0,2.5535931665326724e-08
-4.696969696969697,3.9898989898989896,0,0.0
-4.696969696969697,4.09090909090909,0,2.3914397860695548e-08
-4.696969696969697,4.191919191919192,0,0.0
-4.696969696969697,4.292929292929292,0,2.2288667111440917e-08
-4.696969696969697,4.3939393939393945,0,2.1476018140203563e-08
-4.696969696969697,4.494949494949495,0,0.0
-4.696969696969697,4.595959595959595,0,1.985444498538775e-08
-4.696969696969697,4.696969696969697,0,0.0
-4.696969696969697,4.797979797979798,0,1.8241845628384513e-08
-4.696969696969697,4.8989898989899,0,1.7440293153334245e-08
-4.696969696969697,5.0,0,0.0
-4.595959595959596,-5.0,0,0.0
-4.595959595959596,-4.898989898989899,0,1.6590129395258654e-08
-4.595959595959596,-4.797979797979798,0,1.7405144632080032e-08
-4.595959595959596,-4.696969696969697,0,0.0
-4.595959595959596,-4.595959595959596,0,1.9046739214200373e-08
-4.595959595959596,-4.494949494949495,0,0.0
-4.595959595959596,-4.393939393939394,0,0.0
-4.595959595959596,-4.292929292929293,0,2.152957460767664e-08
-4.595959595959596,-4.191919191919192,0,0.0
-4.595959595959596,-4.090909090909091,0,2.3191027586415078e-08
-4.595959595959596,-3.9898989898989896,0,2.402150635426633e-08
-4.595959595959596,-3.888888888888889,0,2.485079537948013e-08
-4.595959595959596,-3.787878787878788,0,2.567808140055169e-08
-4.595959595959596,-3.686868686868687,0,2.6502515699001923e-08
-4.595959595959596,-3.5858585858585856,0,5.464642930753006e-08
-4.595959595959596,-3.484848484848485,0,2.8139260503204574e-08
-4.595959595959596,-3.383838383838384,0,2.8949702326989564e-08
-4.595959595959596,-3.282828282828283,0,2.9753557259215654e-08
-4.595959595959596,-3.1818181818181817,0,3.054981194308454e-08
-4.595959595959596,-3.080808080808081,0,3.133742423614584e-08
-4.595959595959596,-2.9797979797979797,0,3.211532517355136e-08
-4.595959595959596,-2.878787878787879,0,3.2882421194969794e-08
-4.595959595959596,-2.7777777777777777,0,3.36375966387583e-08
-4.595959595959596,-2.676767676767677,0,3.437971650469251e-08
-4.595959595959596,-2.5757575757575757,0,3.510762948402808e-08
-4.595959595959596,-2.474747474747475,0,3.582017125291994e-08
-4.595959595959596,-2.3737373737373737,0,3.651616802228371e-08
-4.595959595959596,-2.272727272727273,0,3.7194440334073226e-08
-4.595959595959596,-2.1717171717171717,0,3.785380709070547e-08
-4.595959595959596,-2.070707070707071,0,5.7739634701543903e-08
-4.595959595959596,-1.9696969696969697,0,3.911111702285387e-08
-4.595959595959596,-1.868686868686869,0,3.970672897868062e-08
-4.595959595959596,-1.7676767676767677,0,4.0278782317973134e-08
-4.595959595959596,-1.6666666666666665,0,4.0826154996118264e-08
-4.595959595959596,-1.5656565656565657,0,5.168468904654678e-08
-4.595959595959596,-1.4646464646464645,0,4.1842506545269414e-08
-4.595959595959596,-1.3636363636363638,0,5.288674090665876e-08
-4.595959595959596,-1.2626262626262625,0,4.27474228752943e-08
-4.595959595959596,-1.1616161616161618,0,4.3155656306038743e-08
-4.595959595959596,-1.0606060606060606,0,4.353320334751583e-08
-4.595959595959596,-0.9595959595959593,0,3.290942249811978e-08
-4.595959595959596,-0.858585858585859,0,3.866884207344394e-08
-4.595959595959596,-0.7575757575757578,0,4.447369089845545e-08
-4.595959595959596,-0.6565656565656566,0,3.913067747704786e-08
-4.595959595959596,-0.5555555555555554,0,3.931693759502331e-08
-4.595959595959596,-0.45454545454545503,0,4.511180260308654e-08
-4.595959595959596,-0.3535353535353538,0,4.525483667093797e-08
-4.595959595959596,-0.2525252525252526,0,4.252725843576019e-08
-4.595959595959596,-0.15151515151515138,0,4.401444490469472e-08
-4.595959595959596,-0.050505050505050164,0,4.369405559003827e-08
-4.595959595959596,0.050505050505050164,0,4.3338819365729014e-08
-4.595959595959596,0.15151515151515138,0,4.401444490469472e-08
-4.595959595959596,0.2525252525252526,0,4.252725843576019e-08
-4.595959595959596,0.3535353535353538,0,4.242640937900435e-08
-4.595959595959596,0.45454545454545414,0,4.511180260308654e-08
-4.595959595959596,0.5555555555555554,0,3.931693759502331e-08
-4.595959595959596,0.6565656565656566,0,3.913067747704786e-08
-4.595959595959596,0.7575757575757578,0,3.891447953614852e-08
-4.595959595959596,0.8585858585858581,0,3.866884207344394e-08
-4.595959595959596,0.9595959595959593,0,4.387922999749303e-08
-4.595959595959596,1.0606060606060606,0,4.353320334751583e-08
-4.595959595959596,1.1616161616161618,0,4.3155656306038743e-08
-4.595959595959596,1.262626262626262,0,4.274742287529431e-08
-4.595959595959596,1.3636363636363633,0,4.2309392725327016e-08
-4.595959595959596,1.4646464646464645,0,4.1842506545269414e-08
-4.595959595959596,1.5656565656565657,0,4.1347751237237435e-08
-4.595959595959596,1.666666666666667,0,4.082615499611825e-08
-4.595959595959596,1.7676767676767673,0,4.0278782317973134e-08
-4.595959595959596,1.8686868686868685,0,3.9706728978680627e-08
-4.595959595959596,1.9696969696969697,0,3.911111702285387e-08
-4.595959595959596,2.070707070707071,0,3.849308980102927e-08
-4.595959595959596,2.1717171717171713,0,3.785380709070547e-08
-4.595959595959596,2.2727272727272725,0,3.7194440334073226e-08
-4.595959595959596,2.3737373737373737,0,3.651616802228371e-08
-4.595959595959596,2.474747474747475,0,5.37302568793799e-08
-4.595959595959596,2.5757575757575752,0,3.510762948402809e-08
-4.595959595959596,2.6767676767676765,0,3.437971650469252e-08
-4.595959595959596,2.7777777777777777,0,3.36375966387583e-08
-4.595959595959596,2.878787878787879,0,4.932363179245468e-08
-4.595959595959596,2.9797979797979792,0,4.817298776032704e-08
-4.595959595959596,3.0808080808080813,0,3.133742423614584e-08
-4.595959595959596,3.1818181818181817,0,3.054981194308454e-08
-4.595959595959596,3.282828282828282,0,2.975355725921566e-08
-4.595959595959596,3.383838383838384,0,2.8949702326989564e-08
-4.595959595959596,3.4848484848484844,0,2.8139260503204577e-08
-4.595959595959596,3.5858585858585865,0,2.7323214653765017e-08
-4.595959595959596,3.686868686868687,0,2.6502515699001923e-08
-4.595959595959596,3.787878787878787,0,2.567808140055169e-08
-4.595959595959596,3.8888888888888893,0,4.970159075896026e-08
-4.595959595959596,3.9898989898989896,0,2.402150635426633e-08
-4.595959595959596,4.09090909090909,0,0.0
-4.595959595959596,4.191919191919192,0,2.2360136520834035e-08
-4.595959595959596,4.292929292929292,0,0.0
-4.595959595959596,4.3939393939393945,0,0.0
-4.595959595959596,4.494949494949495,0,1.9872224158291412e-08
